,workclass,fnlwgt,education-num,marital-status,occupation,relationship,sex,capital-gain,capital-loss,hours-per-week,native-country,salary
29374,Self-emp-not-inc,198841.0,15.0,Married-civ-spouse,Prof-specialty,Husband,,0.0,0.0,,,
29375,Private,,9.0,,Machine-op-inspct,Unmarried,Female,0.0,0.0,40.0,,
29376,Private,,,Married-civ-spouse,Craft-repair,Husband,Male,,,65.0,United-States,>50K
29377,Private,,,Separated,Other-service,Unmarried,Male,,,20.0,United-States,<=50K
29378,Local-gov,,,Married-civ-spouse,Tech-support,Husband,Male,,,40.0,United-States,<=50K
29379,Private,33121.0,10.0,Married-civ-spouse,Adm-clerical,Husband,,0.0,0.0,,,
29380,Private,131552.0,9.0,Never-married,Other-service,Own-child,,0.0,0.0,,,
29381,Private,,7.0,,Handlers-cleaners,Not-in-family,Female,0.0,0.0,40.0,,
29382,Private,,,Never-married,Craft-repair,Own-child,Male,,,25.0,United-States,<=50K
29383,Local-gov,196529.0,14.0,Married-civ-spouse,Prof-specialty,Wife,,0.0,0.0,,,
29384,State-gov,207120.0,11.0,Married-civ-spouse,Exec-managerial,Husband,,0.0,0.0,,,
29385,Private,294907.0,3.0,Married-civ-spouse,Machine-op-inspct,Husband,,0.0,0.0,,,
29386,Private,,,Never-married,Transport-moving,Own-child,Male,,,24.0,United-States,<=50K
29387,,,,Divorced,,Not-in-family,Male,,,40.0,United-States,<=50K
29388,Private,87943.0,,Married-civ-spouse,Craft-repair,Wife,,0.0,0.0,,,
29389,Private,,13.0,,Exec-managerial,Husband,Male,0.0,1848.0,54.0,,
29390,Private,,,Married-civ-spouse,Machine-op-inspct,Husband,Male,,,40.0,United-States,<=50K
29391,Private,,7.0,,Other-service,Other-relative,Male,0.0,0.0,35.0,,
29392,Local-gov,,9.0,,Other-service,Other-relative,Male,0.0,0.0,40.0,,
29393,Local-gov,,13.0,,Exec-managerial,Husband,Male,0.0,0.0,50.0,,
29394,Private,,10.0,,Other-service,Own-child,Male,0.0,0.0,40.0,,
29395,Private,188561.0,13.0,Married-civ-spouse,Prof-specialty,Husband,,0.0,0.0,,,
29396,Private,,9.0,,Sales,Unmarried,Female,0.0,0.0,70.0,,
29397,State-gov,197184.0,13.0,Married-civ-spouse,Exec-managerial,Husband,,0.0,0.0,,,
29398,Private,115562.0,13.0,Married-civ-spouse,Exec-managerial,Husband,,99999.0,0.0,,,
29399,Private,,9.0,,Prof-specialty,Not-in-family,Female,0.0,0.0,40.0,,
29400,Private,174848.0,8.0,Married-civ-spouse,Craft-repair,Husband,,0.0,0.0,,,
29401,Self-emp-inc,,9.0,,Exec-managerial,Husband,Male,0.0,0.0,40.0,,
29402,,,10.0,Married-civ-spouse,,,,0.0,0.0,,United-States,>50K
29403,Private,,16.0,,Prof-specialty,Husband,Male,0.0,0.0,40.0,,
29404,Self-emp-not-inc,,13.0,,Prof-specialty,Not-in-family,Male,0.0,0.0,20.0,,
29405,Private,,10.0,,Exec-managerial,Not-in-family,Male,13550.0,0.0,60.0,,
29406,Self-emp-not-inc,102069.0,4.0,Married-civ-spouse,Sales,Husband,,0.0,0.0,,,
29407,Private,,,Separated,Sales,Unmarried,Female,,,25.0,United-States,<=50K
29408,,,,Married-civ-spouse,,Wife,Female,,,36.0,United-States,<=50K
29409,Private,,,Married-civ-spouse,Sales,Husband,Male,,,45.0,United-States,>50K
29410,Private,,,Never-married,Sales,Own-child,Male,,,40.0,United-States,<=50K
29411,Private,,,Never-married,Farming-fishing,Not-in-family,Male,,,50.0,United-States,<=50K
29412,Local-gov,,1.0,,Handlers-cleaners,Own-child,Female,0.0,0.0,30.0,,
29413,Private,137606.0,9.0,Married-civ-spouse,Transport-moving,Husband,,5013.0,0.0,,,
29414,Private,,,Married-civ-spouse,Sales,Husband,Male,,,60.0,United-States,<=50K
29415,Private,30111.0,9.0,Married-civ-spouse,Exec-managerial,Husband,,0.0,0.0,,,
29416,Private,,10.0,,Adm-clerical,Not-in-family,Female,0.0,0.0,40.0,,
29417,Private,,14.0,,Exec-managerial,Not-in-family,Male,0.0,0.0,50.0,,
29418,Self-emp-not-inc,,12.0,,Farming-fishing,Other-relative,Male,10520.0,0.0,45.0,,
29419,Private,,9.0,,Craft-repair,Unmarried,Male,0.0,0.0,35.0,,
29420,Private,195016.0,10.0,Never-married,Prof-specialty,Not-in-family,,0.0,0.0,,,
29421,Federal-gov,326048.0,13.0,Married-civ-spouse,Prof-specialty,Husband,,0.0,0.0,,,
29422,Private,,,Married-civ-spouse,Craft-repair,Husband,Male,,,40.0,United-States,>50K
29423,Private,,9.0,,Craft-repair,Husband,Male,0.0,0.0,40.0,,
29424,Private,,,Married-civ-spouse,Craft-repair,Husband,Male,,,40.0,United-States,<=50K
29425,Private,362883.0,10.0,Married-civ-spouse,Transport-moving,Husband,,0.0,0.0,,,
29426,Private,,9.0,,Protective-serv,Not-in-family,Male,0.0,0.0,40.0,,
29427,Private,237620.0,9.0,Married-civ-spouse,Craft-repair,Husband,,0.0,0.0,,,
29428,Private,136824.0,,Never-married,Adm-clerical,Not-in-family,,0.0,0.0,,,
29429,Private,,,Widowed,Adm-clerical,Unmarried,Female,,,12.0,United-States,<=50K
29430,Self-emp-not-inc,410615.0,9.0,Married-civ-spouse,Transport-moving,Husband,,0.0,1887.0,,,
29431,Private,,,Never-married,Other-service,Own-child,Female,,,25.0,Germany,<=50K
29432,Local-gov,250054.0,10.0,Widowed,Other-service,Unmarried,,0.0,0.0,,,
29433,Local-gov,,,Married-civ-spouse,Craft-repair,Husband,Male,,,15.0,United-States,<=50K
29434,Private,266126.0,9.0,Never-married,Other-service,Not-in-family,,0.0,0.0,,,
29435,Private,,,Married-civ-spouse,Exec-managerial,Wife,Female,,,37.0,United-States,>50K
29436,Private,,,Never-married,Machine-op-inspct,Not-in-family,Female,,,40.0,United-States,<=50K
29437,State-gov,128586.0,13.0,Never-married,Farming-fishing,Not-in-family,,0.0,0.0,,,
29438,Private,,,Married-civ-spouse,Other-service,Husband,Male,,,40.0,United-States,<=50K
29439,Self-emp-inc,,10.0,,Farming-fishing,Husband,Male,0.0,0.0,40.0,,
29440,Private,89259.0,7.0,Never-married,Adm-clerical,Own-child,,0.0,0.0,,,
29441,Private,167106.0,13.0,Married-civ-spouse,Adm-clerical,Husband,,3103.0,0.0,,,
29442,Private,,,Never-married,Sales,Not-in-family,Male,,,40.0,United-States,<=50K
29443,,,9.0,Never-married,,,,0.0,0.0,,United-States,<=50K
29444,Private,,12.0,,Prof-specialty,Not-in-family,Female,0.0,0.0,30.0,,
29445,Private,,,Married-civ-spouse,Craft-repair,Husband,Male,,,40.0,United-States,>50K
29446,Private,,14.0,,Other-service,Husband,Male,0.0,0.0,40.0,,
29447,Private,24292.0,13.0,Married-civ-spouse,Sales,Husband,,0.0,0.0,,,
29448,Private,,,Divorced,Exec-managerial,Not-in-family,Male,,,60.0,United-States,>50K
29449,Local-gov,,,Married-civ-spouse,Adm-clerical,Wife,Female,,,40.0,United-States,<=50K
29450,Private,,13.0,,Prof-specialty,Not-in-family,Male,0.0,0.0,70.0,,
29451,Private,179580.0,10.0,Divorced,Other-service,Not-in-family,,0.0,0.0,,,
29452,Self-emp-not-inc,208003.0,9.0,Married-civ-spouse,Sales,Husband,,0.0,0.0,,,
29453,Private,,,Married-civ-spouse,Craft-repair,Husband,Male,,,45.0,India,<=50K
29454,Private,558490.0,9.0,Divorced,Adm-clerical,Not-in-family,,0.0,0.0,,,
29455,,,6.0,,,Own-child,Male,0.0,0.0,10.0,,
29456,Private,,10.0,,Tech-support,Husband,Male,2829.0,0.0,55.0,,
29457,Self-emp-not-inc,,,Married-civ-spouse,Prof-specialty,Husband,Male,,,40.0,United-States,<=50K
29458,Private,,4.0,,Craft-repair,Not-in-family,Male,0.0,0.0,40.0,,
29459,State-gov,,12.0,,Tech-support,Husband,Male,0.0,0.0,40.0,,
29460,Private,,,Never-married,Prof-specialty,Own-child,Female,,,15.0,United-States,<=50K
29461,Private,99491.0,10.0,Widowed,Other-service,Not-in-family,,0.0,0.0,,,
29462,Local-gov,207946.0,14.0,Divorced,Prof-specialty,Unmarried,,0.0,0.0,,,
29463,Private,,10.0,,Exec-managerial,Own-child,Male,0.0,0.0,40.0,,
29464,Self-emp-not-inc,,10.0,,Craft-repair,Husband,Male,0.0,0.0,50.0,,
29465,Self-emp-not-inc,,10.0,,Prof-specialty,Not-in-family,Male,0.0,0.0,40.0,,
29466,Self-emp-not-inc,327474.0,9.0,Married-civ-spouse,Sales,Husband,,0.0,0.0,,,
29467,Private,,7.0,,Machine-op-inspct,Husband,Male,0.0,0.0,40.0,,
29468,State-gov,,9.0,,Craft-repair,Unmarried,Male,0.0,0.0,50.0,,
29469,Private,112160.0,9.0,Married-civ-spouse,Sales,Husband,,0.0,0.0,,,
29470,Private,,10.0,,Craft-repair,Unmarried,Male,0.0,0.0,40.0,,
29471,Private,213055.0,12.0,Never-married,Adm-clerical,Not-in-family,,0.0,0.0,,,
29472,Private,,10.0,,Machine-op-inspct,Husband,Male,0.0,1902.0,40.0,,
29473,Private,,,Divorced,Craft-repair,Unmarried,Male,,,40.0,United-States,<=50K
29474,State-gov,,,Separated,Machine-op-inspct,Not-in-family,Male,,,40.0,United-States,<=50K
29475,Private,,7.0,,Farming-fishing,Husband,Male,0.0,0.0,50.0,,
29476,Private,,,Never-married,Exec-managerial,Not-in-family,Female,,,55.0,United-States,<=50K
29477,,140590.0,8.0,Never-married,,Own-child,,0.0,0.0,,,
29478,Local-gov,,,Divorced,Prof-specialty,Unmarried,Female,,,50.0,Canada,<=50K
29479,Private,,14.0,,Prof-specialty,Not-in-family,Male,4650.0,0.0,44.0,,
29480,Private,,,Married-civ-spouse,Exec-managerial,Husband,Male,,,45.0,United-States,<=50K
29481,Private,,9.0,,Handlers-cleaners,Not-in-family,Male,0.0,0.0,40.0,,
29482,Self-emp-inc,,,Married-civ-spouse,Sales,Husband,Male,,,40.0,,>50K
29483,Private,207637.0,7.0,Never-married,Handlers-cleaners,Own-child,,0.0,0.0,,,
29484,Private,,,Married-civ-spouse,Transport-moving,Husband,Male,,,40.0,United-States,<=50K
29485,Local-gov,182302.0,9.0,Married-civ-spouse,Craft-repair,Husband,,0.0,0.0,,,
29486,Private,,9.0,,Machine-op-inspct,Own-child,Male,0.0,0.0,40.0,,
29487,Private,388247.0,10.0,Never-married,Sales,Own-child,,0.0,0.0,,,
29488,Local-gov,,13.0,,Prof-specialty,Own-child,Female,0.0,0.0,60.0,,
29489,Private,,9.0,,Craft-repair,Husband,Male,0.0,0.0,40.0,,
29490,Private,,,Never-married,Other-service,Other-relative,Female,,,40.0,United-States,<=50K
29491,Self-emp-inc,,,Never-married,Prof-specialty,Not-in-family,Female,,,45.0,United-States,<=50K
29492,Private,,,Never-married,Tech-support,Own-child,Female,,,50.0,United-States,<=50K
29493,Private,,,Never-married,Protective-serv,Own-child,Male,,,70.0,United-States,<=50K
29494,Private,113843.0,10.0,Divorced,Other-service,Unmarried,,0.0,0.0,,,
29495,Private,,9.0,,Other-service,Unmarried,Male,0.0,0.0,35.0,,
29496,Local-gov,,13.0,,Exec-managerial,Not-in-family,Male,0.0,0.0,45.0,,
29497,Private,193188.0,14.0,Never-married,Exec-managerial,Unmarried,,0.0,0.0,,,
29498,Private,,,Never-married,Handlers-cleaners,Unmarried,Female,,,40.0,United-States,<=50K
29499,Private,,,Married-civ-spouse,Machine-op-inspct,Husband,Male,,,40.0,United-States,>50K
29500,Private,,,Married-civ-spouse,Craft-repair,Husband,Male,,,37.0,United-States,<=50K
29501,Private,,10.0,,Tech-support,Own-child,Female,0.0,0.0,40.0,,
29502,Private,,13.0,,Tech-support,Not-in-family,Female,0.0,0.0,40.0,,
29503,Private,,12.0,,Farming-fishing,Wife,Female,0.0,0.0,45.0,,
29504,Private,220049.0,9.0,Married-civ-spouse,Sales,Husband,,0.0,0.0,,,
29505,Private,,,Never-married,Prof-specialty,Own-child,Male,,,40.0,United-States,<=50K
29506,,,9.0,,,Husband,Male,0.0,0.0,14.0,,
29507,Private,180551.0,10.0,Separated,Adm-clerical,Unmarried,,0.0,0.0,,,
29508,Private,328216.0,13.0,Married-civ-spouse,Exec-managerial,Husband,,15024.0,0.0,,,
29509,Private,,,Divorced,Other-service,Unmarried,Female,,,43.0,United-States,<=50K
29510,Private,215479.0,9.0,Divorced,Transport-moving,Not-in-family,,0.0,0.0,,,
29511,Private,,9.0,,Handlers-cleaners,Husband,Male,0.0,1902.0,40.0,,
29512,Private,324854.0,13.0,Never-married,Sales,Not-in-family,,0.0,0.0,,,
29513,Private,,10.0,,Transport-moving,Husband,Male,0.0,2415.0,70.0,,
29514,Private,153832.0,11.0,Never-married,Other-service,Not-in-family,,0.0,0.0,,,
29515,Private,,9.0,,Transport-moving,Husband,Male,0.0,0.0,55.0,,
29516,Private,139647.0,10.0,Divorced,Exec-managerial,Unmarried,,0.0,0.0,,,
29517,Local-gov,,6.0,,Protective-serv,Unmarried,Female,0.0,0.0,20.0,,
29518,,81136.0,11.0,Divorced,,Unmarried,,0.0,0.0,,,
29519,Private,,,Never-married,Other-service,Not-in-family,Male,,,30.0,United-States,<=50K
29520,Self-emp-inc,,,Married-civ-spouse,Exec-managerial,Husband,Male,,,40.0,Greece,>50K
29521,Local-gov,101480.0,11.0,Widowed,Adm-clerical,Not-in-family,,0.0,0.0,,,
29522,Self-emp-inc,,,Never-married,Other-service,Own-child,Female,,,35.0,South,<=50K
29523,Self-emp-inc,172538.0,13.0,Married-civ-spouse,Prof-specialty,Husband,,0.0,0.0,,,
29524,Private,,10.0,,Other-service,Not-in-family,Male,0.0,0.0,40.0,,
29525,Private,,,Never-married,Sales,Own-child,Male,,,40.0,United-States,<=50K
29526,Private,,9.0,,Exec-managerial,Not-in-family,Male,0.0,0.0,60.0,,
29527,,30680.0,4.0,Married-civ-spouse,,Husband,,0.0,0.0,,,
29528,Private,239753.0,9.0,Never-married,Other-service,Not-in-family,,0.0,0.0,,,
29529,Private,,,Never-married,Prof-specialty,Own-child,Female,,,40.0,Philippines,>50K
29530,Private,,8.0,,Machine-op-inspct,Other-relative,Female,0.0,0.0,48.0,,
29531,Private,,,Divorced,Tech-support,Own-child,Male,,,45.0,United-States,<=50K
29532,Private,,10.0,,Exec-managerial,Not-in-family,Male,0.0,0.0,50.0,,
29533,Private,,,Married-civ-spouse,Craft-repair,Husband,Male,,,2.0,United-States,<=50K
29534,Self-emp-not-inc,182752.0,16.0,Married-civ-spouse,Prof-specialty,Wife,,0.0,0.0,,,
29535,Private,,14.0,,Prof-specialty,Husband,Male,0.0,0.0,45.0,,
29536,Private,,7.0,,Sales,Unmarried,Female,0.0,0.0,30.0,,
29537,Private,109421.0,13.0,Married-civ-spouse,Prof-specialty,Husband,,0.0,0.0,,,
29538,Private,,10.0,,Adm-clerical,Unmarried,Female,0.0,0.0,40.0,,
29539,Self-emp-not-inc,,,Married-civ-spouse,Craft-repair,Husband,Male,,,40.0,United-States,<=50K
29540,,,9.0,,,Own-child,Female,0.0,1602.0,35.0,,
29541,Local-gov,,,Married-civ-spouse,Craft-repair,Husband,Male,,,40.0,United-States,>50K
29542,Private,,,Never-married,Handlers-cleaners,Own-child,Female,,,40.0,United-States,<=50K
29543,Private,,9.0,,Other-service,Other-relative,Female,0.0,0.0,16.0,,
29544,,,10.0,,,Not-in-family,Female,0.0,0.0,25.0,,
29545,Private,226311.0,13.0,Never-married,Sales,Not-in-family,,0.0,0.0,,,
29546,Private,,,Never-married,Adm-clerical,Own-child,Male,,,40.0,,<=50K
29547,Private,,,Married-civ-spouse,Prof-specialty,Husband,Male,,,40.0,United-States,<=50K
29548,Self-emp-inc,,,Married-civ-spouse,Exec-managerial,Husband,Male,,,50.0,United-States,>50K
29549,Private,,13.0,,Exec-managerial,Other-relative,Female,0.0,0.0,40.0,,
29550,Private,93762.0,10.0,Never-married,Adm-clerical,Not-in-family,,0.0,0.0,,,
29551,Private,,,Divorced,Exec-managerial,Unmarried,Female,,,45.0,United-States,<=50K
29552,Local-gov,105788.0,14.0,Divorced,Prof-specialty,Unmarried,,0.0,0.0,,,
29553,Private,,,Married-civ-spouse,Craft-repair,Husband,Male,,,45.0,United-States,<=50K
29554,Local-gov,,,Married-civ-spouse,Protective-serv,Husband,Male,,,52.0,United-States,>50K
29555,Private,,,Separated,Adm-clerical,Unmarried,Female,,,30.0,United-States,<=50K
29556,Private,48458.0,9.0,Never-married,Sales,Own-child,,0.0,1669.0,,,
29557,Private,,,Never-married,Adm-clerical,Unmarried,Female,,,20.0,United-States,<=50K
29558,Private,,4.0,,Farming-fishing,Not-in-family,Male,0.0,0.0,40.0,,
29559,Private,149950.0,9.0,Widowed,Priv-house-serv,Unmarried,,0.0,0.0,,,
29560,Local-gov,,9.0,,Adm-clerical,Own-child,Female,0.0,0.0,40.0,,
29561,Private,470875.0,9.0,Married-civ-spouse,Sales,Own-child,,0.0,0.0,,,
29562,Private,174421.0,12.0,Divorced,Prof-specialty,Unmarried,,0.0,0.0,,,
29563,Private,243330.0,9.0,Married-civ-spouse,Machine-op-inspct,Husband,,0.0,0.0,,,
29564,,,,Never-married,,Own-child,Female,,,35.0,United-States,<=50K
29565,Local-gov,,12.0,,Other-service,Unmarried,Female,0.0,0.0,13.0,,
29566,Private,96129.0,9.0,Married-civ-spouse,Sales,Husband,,0.0,0.0,,,
29567,Federal-gov,,13.0,,Prof-specialty,Unmarried,Female,0.0,0.0,40.0,,
29568,Self-emp-not-inc,,14.0,,Prof-specialty,Husband,Male,0.0,0.0,45.0,,
29569,Federal-gov,47902.0,9.0,Married-civ-spouse,Adm-clerical,Husband,,3908.0,0.0,,,
29570,Private,,,Divorced,Exec-managerial,Not-in-family,Female,,,40.0,United-States,<=50K
29571,Private,,,Divorced,Other-service,Unmarried,Female,,,40.0,United-States,<=50K
29572,Private,197114.0,9.0,Never-married,Handlers-cleaners,Own-child,,0.0,0.0,,,
29573,Private,,,Married-civ-spouse,Prof-specialty,Wife,Female,,,5.0,United-States,<=50K
29574,Self-emp-not-inc,,,Married-civ-spouse,Sales,Husband,Male,,,70.0,United-States,<=50K
29575,Private,,,Never-married,Exec-managerial,Not-in-family,Female,,,40.0,United-States,<=50K
29576,Private,,,Never-married,Farming-fishing,Not-in-family,Male,,,20.0,United-States,<=50K
29577,Private,269354.0,10.0,Never-married,Adm-clerical,Not-in-family,,0.0,0.0,,,
29578,,268145.0,9.0,Never-married,,Not-in-family,,0.0,0.0,,,
29579,Self-emp-not-inc,,,Married-civ-spouse,Sales,Husband,Male,,,50.0,United-States,<=50K
29580,Private,174789.0,12.0,Married-civ-spouse,Exec-managerial,Husband,,0.0,1848.0,,,
29581,Private,,,Divorced,Adm-clerical,Other-relative,Female,,,40.0,United-States,<=50K
29582,Private,,,Divorced,Exec-managerial,Unmarried,Female,,,55.0,United-States,>50K
29583,Self-emp-not-inc,,,Married-civ-spouse,Craft-repair,Husband,Male,,,50.0,United-States,>50K
29584,Self-emp-not-inc,,,Married-civ-spouse,Craft-repair,Husband,Male,,,50.0,United-States,<=50K
29585,Private,,,Married-civ-spouse,Craft-repair,Wife,Female,,,40.0,United-States,>50K
29586,,,,Never-married,,Own-child,Male,,,40.0,United-States,<=50K
29587,Private,46561.0,9.0,Divorced,Craft-repair,Not-in-family,,0.0,0.0,,,
29588,Private,,9.0,,Craft-repair,Husband,Male,0.0,0.0,45.0,,
29589,Private,130143.0,13.0,Divorced,Sales,Not-in-family,,0.0,0.0,,,
29590,Private,,,Never-married,Handlers-cleaners,Own-child,Male,,,22.0,United-States,<=50K
29591,Private,318168.0,9.0,Never-married,Machine-op-inspct,Not-in-family,,1055.0,0.0,,,
29592,Private,,13.0,,Exec-managerial,Not-in-family,Female,0.0,0.0,60.0,,
29593,Private,172538.0,14.0,Never-married,Prof-specialty,Own-child,,0.0,0.0,,,
29594,Private,,8.0,,Sales,Own-child,Female,0.0,0.0,30.0,,
29595,Federal-gov,19914.0,10.0,Widowed,Exec-managerial,Unmarried,,0.0,0.0,,,
29596,Private,,9.0,,Sales,Own-child,Male,0.0,0.0,50.0,,
29597,Self-emp-not-inc,,,Married-civ-spouse,Sales,Husband,Male,,,35.0,United-States,<=50K
29598,Self-emp-inc,,,Married-civ-spouse,Exec-managerial,Husband,Male,,,42.0,United-States,>50K
29599,Local-gov,,9.0,,Adm-clerical,Unmarried,Female,0.0,0.0,40.0,,
29600,Private,117480.0,6.0,Never-married,Craft-repair,Own-child,,0.0,0.0,,,
29601,Private,,9.0,,Transport-moving,Husband,Male,0.0,0.0,42.0,,
29602,Private,,9.0,,Other-service,Own-child,Female,1055.0,0.0,40.0,,
29603,Private,104772.0,9.0,Divorced,Craft-repair,Unmarried,,0.0,0.0,,,
29604,Private,,9.0,,Other-service,Not-in-family,Male,0.0,0.0,37.0,,
29605,Private,206923.0,12.0,Married-civ-spouse,Exec-managerial,Wife,,0.0,1977.0,,,
29606,Private,,,Divorced,Transport-moving,Own-child,Male,,,55.0,United-States,<=50K
29607,Private,,,Never-married,Handlers-cleaners,Own-child,Male,,,70.0,United-States,<=50K
29608,Private,184169.0,14.0,Married-civ-spouse,Prof-specialty,Wife,,7688.0,0.0,,,
29609,Self-emp-not-inc,,,Never-married,Craft-repair,Not-in-family,Male,,,50.0,United-States,>50K
29610,Private,,8.0,,Transport-moving,Unmarried,Male,0.0,0.0,40.0,,
29611,Private,98675.0,5.0,Never-married,Other-service,Unmarried,,0.0,0.0,,,
29612,Private,232782.0,10.0,Never-married,Sales,Own-child,,0.0,0.0,,,
29613,Private,313255.0,10.0,Married-civ-spouse,Sales,Husband,,0.0,0.0,,,
29614,Private,,7.0,,Other-service,Unmarried,Female,0.0,0.0,40.0,,
29615,Private,191957.0,9.0,Married-civ-spouse,Sales,Husband,,0.0,0.0,,,
29616,Private,272944.0,11.0,Married-civ-spouse,Exec-managerial,Husband,,0.0,0.0,,,
29617,,48751.0,7.0,Never-married,,Own-child,,0.0,0.0,,,
29618,Private,,,Divorced,Tech-support,Not-in-family,Female,,,40.0,United-States,<=50K
29619,Private,,13.0,,Craft-repair,Husband,Male,15024.0,0.0,50.0,,
29620,Self-emp-inc,,13.0,,Exec-managerial,Husband,Male,0.0,1902.0,45.0,,
29621,Private,,,Married-civ-spouse,Transport-moving,Husband,Male,,,65.0,United-States,<=50K
29622,Private,,,Married-civ-spouse,Machine-op-inspct,Husband,Male,,,40.0,United-States,<=50K
29623,Private,,14.0,,Sales,Husband,Male,0.0,1977.0,55.0,,
29624,Private,,9.0,,Craft-repair,Husband,Male,0.0,0.0,50.0,,
29625,Self-emp-not-inc,,9.0,,Craft-repair,Other-relative,Male,0.0,0.0,40.0,,
29626,Private,,9.0,,Craft-repair,Husband,Male,0.0,0.0,40.0,,
29627,Private,,11.0,,Craft-repair,Not-in-family,Male,0.0,0.0,40.0,,
29628,Private,145636.0,14.0,Married-civ-spouse,Exec-managerial,Husband,,0.0,1977.0,,,
29629,Federal-gov,,,Divorced,Adm-clerical,Unmarried,Female,,,40.0,United-States,<=50K
29630,Private,,11.0,,Handlers-cleaners,Husband,Male,0.0,0.0,40.0,,
29631,State-gov,,9.0,,Prof-specialty,Wife,Female,0.0,0.0,40.0,,
29632,Private,,10.0,,Adm-clerical,Own-child,Female,0.0,0.0,25.0,,
29633,Self-emp-not-inc,,,Married-civ-spouse,Sales,Husband,Male,,,50.0,United-States,>50K
29634,Private,,9.0,,Sales,Not-in-family,Female,0.0,0.0,40.0,,
29635,Federal-gov,,9.0,,Other-service,Husband,Male,0.0,0.0,40.0,,
29636,Self-emp-not-inc,237729.0,9.0,Married-civ-spouse,Prof-specialty,Wife,,3411.0,0.0,,,
29637,Private,,,Married-civ-spouse,Prof-specialty,Husband,Male,,,35.0,United-States,>50K
29638,Local-gov,,,Never-married,Prof-specialty,Not-in-family,Male,,,40.0,United-States,<=50K
29639,Private,,,Married-civ-spouse,Machine-op-inspct,Husband,Male,,,38.0,United-States,<=50K
29640,Self-emp-not-inc,,10.0,,Other-service,Not-in-family,Female,2346.0,0.0,33.0,,
29641,Federal-gov,,12.0,,Adm-clerical,Husband,Male,0.0,0.0,40.0,,
29642,Self-emp-not-inc,,9.0,,Farming-fishing,Husband,Male,0.0,0.0,35.0,,
29643,Private,,,Married-civ-spouse,Adm-clerical,Husband,Male,,,55.0,United-States,>50K
29644,Private,,7.0,,Other-service,Not-in-family,Female,0.0,0.0,27.0,,
29645,,,10.0,,,Own-child,Male,0.0,0.0,20.0,,
29646,,,,Never-married,,Not-in-family,Male,,,40.0,United-States,<=50K
29647,Private,,3.0,,Other-service,Other-relative,Male,0.0,0.0,40.0,,
29648,Private,171331.0,10.0,Married-civ-spouse,Transport-moving,Husband,,0.0,0.0,,,
29649,Private,,11.0,,Protective-serv,Husband,Male,15024.0,0.0,38.0,,
29650,Self-emp-not-inc,147099.0,10.0,Divorced,Adm-clerical,Unmarried,,0.0,0.0,,,
29651,Self-emp-inc,,,Married-civ-spouse,Prof-specialty,Husband,Male,,,55.0,United-States,>50K
29652,Self-emp-not-inc,,10.0,,Tech-support,Husband,Male,0.0,0.0,38.0,,
29653,Private,,,Never-married,Exec-managerial,Not-in-family,Male,,,50.0,United-States,>50K
29654,Private,,9.0,,Sales,Husband,Male,7298.0,0.0,50.0,,
29655,Private,251396.0,12.0,Married-civ-spouse,Exec-managerial,Husband,,0.0,0.0,,,
29656,Private,125833.0,13.0,Married-civ-spouse,Adm-clerical,Husband,,0.0,0.0,,,
29657,Private,,,Divorced,Prof-specialty,Not-in-family,Male,,,45.0,United-States,<=50K
29658,Private,238383.0,6.0,Never-married,Farming-fishing,Own-child,,0.0,0.0,,,
29659,Private,130652.0,10.0,Never-married,Adm-clerical,Own-child,,0.0,0.0,,,
29660,Private,,,Divorced,Machine-op-inspct,Unmarried,Male,,,50.0,United-States,<=50K
29661,Private,251675.0,9.0,Married-civ-spouse,Craft-repair,Husband,,0.0,0.0,,,
29662,Local-gov,,9.0,,Transport-moving,Husband,Male,0.0,0.0,40.0,,
29663,Private,,,Married-civ-spouse,Farming-fishing,Husband,Male,,,40.0,Mexico,<=50K
29664,Private,,,Married-civ-spouse,Exec-managerial,Other-relative,Male,,,75.0,Thailand,<=50K
29665,Private,134912.0,9.0,Married-civ-spouse,Exec-managerial,Husband,,0.0,0.0,,,
29666,Private,142169.0,9.0,Never-married,Handlers-cleaners,Own-child,,0.0,0.0,,,
29667,Local-gov,249392.0,11.0,Married-civ-spouse,Protective-serv,Husband,,0.0,0.0,,,
29668,State-gov,,9.0,,Adm-clerical,Not-in-family,Male,0.0,0.0,40.0,,
29669,,,,Divorced,,Unmarried,Female,,,40.0,United-States,<=50K
29670,Private,,,Never-married,Adm-clerical,Unmarried,Female,,,15.0,United-States,<=50K
29671,Self-emp-inc,153891.0,11.0,Married-civ-spouse,Exec-managerial,Husband,,3137.0,0.0,,,
29672,Private,,9.0,,Craft-repair,Husband,Male,0.0,1740.0,48.0,,
29673,Self-emp-inc,,14.0,,Adm-clerical,Not-in-family,Female,0.0,0.0,25.0,,
29674,Private,,,Married-civ-spouse,Machine-op-inspct,Husband,Male,,,40.0,United-States,>50K
29675,Private,256609.0,9.0,Married-spouse-absent,Handlers-cleaners,Not-in-family,,0.0,0.0,,,
29676,Local-gov,,9.0,,Adm-clerical,Not-in-family,Female,0.0,0.0,40.0,,
29677,Private,439779.0,10.0,Never-married,Sales,Own-child,,0.0,0.0,,,
29678,Private,,,Never-married,Machine-op-inspct,Not-in-family,Female,,,40.0,Mexico,<=50K
29679,Private,,9.0,,Other-service,Wife,Female,0.0,0.0,43.0,,
29680,Private,,10.0,,Adm-clerical,Unmarried,Female,0.0,0.0,37.0,,
