age,workclass,education,marital-status,occupation,relationship,race,sex,hours-per-week,native-country,salary
49.0,,HS-grad,,,,White,Male,44.0,United-States,<=50K
25.0,,,,,,White,Female,40.0,Mexico,<=50K
39.0,,Bachelors,,,,White,Male,40.0,United-States,>50K
,Private,,Never-married,Craft-repair,Not-in-family,,Female,50.0,United-States,<=50K
,,,Never-married,,Own-child,,Male,30.0,United-States,<=50K
,Local-gov,,Divorced,Prof-specialty,Unmarried,,Female,50.0,United-States,<=50K
,Private,,Divorced,Craft-repair,Not-in-family,,Male,40.0,United-States,<=50K
33.0,,HS-grad,,,,White,Male,50.0,United-States,<=50K
,Private,,Never-married,Machine-op-inspct,Not-in-family,,Female,30.0,United-States,<=50K
39.0,,,,,,Asian-Pac-Islander,Male,40.0,India,>50K
,Private,,Never-married,Sales,Other-relative,,Female,32.0,Mexico,<=50K
27.0,,10th,,,,Black,Male,40.0,United-States,<=50K
,Private,,Married-civ-spouse,Machine-op-inspct,Husband,,Male,40.0,United-States,>50K
,Federal-gov,,Married-civ-spouse,Exec-managerial,Husband,,Male,32.0,United-States,<=50K
,Federal-gov,,Never-married,Craft-repair,Not-in-family,,Male,40.0,Mexico,<=50K
36.0,,5th-6th,,,,White,Male,50.0,Mexico,>50K
20.0,,Some-college,,,,White,Female,40.0,United-States,<=50K
,Private,,Married-civ-spouse,Exec-managerial,Husband,,Male,40.0,United-States,>50K
,Private,,Married-civ-spouse,Craft-repair,Husband,,Male,40.0,United-States,<=50K
,Private,,Married-civ-spouse,Exec-managerial,Husband,,Male,65.0,United-States,>50K
46.0,,Masters,,,,White,Male,65.0,United-States,>50K
21.0,,10th,,,,White,Male,40.0,United-States,<=50K
,Local-gov,,Never-married,Prof-specialty,Not-in-family,,Female,60.0,United-States,<=50K
,Private,,Married-civ-spouse,Sales,Husband,,Male,40.0,United-States,>50K
55.0,,Some-college,,,,Black,Female,45.0,,<=50K
,Self-emp-inc,,Married-civ-spouse,Craft-repair,Husband,,Male,40.0,United-States,<=50K
44.0,,HS-grad,,,,Black,Female,40.0,United-States,<=50K
,Private,,Never-married,Other-service,Own-child,,Female,38.0,Mexico,<=50K
25.0,,Bachelors,,,,White,Female,40.0,United-States,<=50K
31.0,,Bachelors,,,,White,Male,40.0,United-States,>50K
39.0,,HS-grad,,,,White,Male,72.0,United-States,>50K
,Private,,Never-married,Other-service,Not-in-family,,Female,40.0,United-States,<=50K
62.0,,Bachelors,,,,White,Male,40.0,United-States,<=50K
63.0,,,,,,White,Male,30.0,United-States,<=50K
,Self-emp-not-inc,,Married-civ-spouse,Farming-fishing,Husband,,Male,40.0,United-States,<=50K
44.0,,,,,,White,Female,40.0,United-States,<=50K
30.0,,Some-college,,,,White,Male,40.0,United-States,<=50K
52.0,,HS-grad,,,,White,Male,50.0,India,>50K
,Private,,Married-civ-spouse,Sales,Husband,,Male,30.0,United-States,<=50K
20.0,,Some-college,,,,White,Male,35.0,United-States,<=50K
32.0,,Bachelors,,,,White,Male,55.0,United-States,<=50K
62.0,,HS-grad,,,,White,Male,40.0,United-States,>50K
,Self-emp-not-inc,,Married-civ-spouse,Craft-repair,Husband,,Male,65.0,United-States,<=50K
31.0,,Some-college,,,,White,Male,38.0,United-States,<=50K
41.0,,,,,,White,Male,40.0,United-States,<=50K
,,,Married-civ-spouse,,Husband,,Male,70.0,United-States,<=50K
,Private,,Divorced,Machine-op-inspct,Unmarried,,Female,40.0,South,<=50K
,Self-emp-not-inc,,Married-civ-spouse,Farming-fishing,Husband,,Male,70.0,United-States,<=50K
30.0,,Some-college,,,,White,Male,40.0,United-States,<=50K
25.0,,Assoc-voc,,,,White,Male,40.0,United-States,<=50K
,,,Never-married,,Own-child,,Male,40.0,United-States,<=50K
66.0,,HS-grad,,,,White,Male,20.0,United-States,<=50K
38.0,,Bachelors,,,,Black,Female,40.0,United-States,<=50K
,Self-emp-not-inc,,Married-civ-spouse,Craft-repair,Husband,,Male,35.0,United-States,>50K
28.0,,Some-college,,,,White,Male,50.0,United-States,<=50K
49.0,,HS-grad,,,,White,Female,40.0,United-States,<=50K
29.0,,,,,,White,Male,45.0,United-States,<=50K
28.0,,Prof-school,,,,Black,Male,50.0,United-States,<=50K
35.0,,11th,,,,White,Male,45.0,United-States,<=50K
28.0,,Assoc-voc,,,,Black,Male,46.0,United-States,<=50K
39.0,,HS-grad,,,,White,Male,50.0,United-States,<=50K
29.0,,HS-grad,,,,White,Male,30.0,United-States,<=50K
,Self-emp-inc,,Married-civ-spouse,Sales,Husband,,Male,50.0,United-States,>50K
39.0,,Some-college,,,,White,Male,40.0,United-States,>50K
,Private,,Never-married,Other-service,Own-child,,Female,18.0,United-States,<=50K
,Private,,Never-married,Other-service,Own-child,,Female,20.0,United-States,<=50K
39.0,,Assoc-acdm,,,,White,Female,30.0,United-States,<=50K
24.0,,,,,,White,Female,40.0,United-States,<=50K
,Local-gov,,Married-civ-spouse,Prof-specialty,Wife,,Female,24.0,Canada,<=50K
,Private,,Married-civ-spouse,Machine-op-inspct,Husband,,Male,40.0,United-States,>50K
,Self-emp-not-inc,,Never-married,Craft-repair,Own-child,,Male,40.0,United-States,<=50K
29.0,,HS-grad,,,,Black,Male,49.0,Haiti,<=50K
,Private,,Never-married,Prof-specialty,Not-in-family,,Female,40.0,United-States,<=50K
22.0,,Some-college,,,,White,Male,48.0,United-States,>50K
25.0,,HS-grad,,,,White,Male,40.0,United-States,<=50K
31.0,,,,,,White,Male,40.0,United-States,<=50K
59.0,,HS-grad,,,,White,Male,40.0,United-States,<=50K
25.0,,Some-college,,,,White,Male,45.0,United-States,<=50K
30.0,,HS-grad,,,,White,Male,40.0,United-States,<=50K
45.0,,Bachelors,,,,White,Male,50.0,United-States,>50K
,Private,,Never-married,Handlers-cleaners,Not-in-family,,Male,40.0,United-States,<=50K
,Private,,Married-civ-spouse,Other-service,Husband,,Male,40.0,United-States,>50K
50.0,,Bachelors,,,,White,Male,40.0,United-States,>50K
34.0,,HS-grad,,,,White,Female,40.0,United-States,<=50K
53.0,,HS-grad,,,,White,Male,10.0,United-States,<=50K
,Self-emp-not-inc,,Married-civ-spouse,Exec-managerial,Husband,,Male,40.0,United-States,<=50K
30.0,,HS-grad,,,,White,Male,60.0,United-States,<=50K
19.0,,,,,,White,Male,40.0,United-States,<=50K
42.0,,Some-college,,,,Black,Female,40.0,United-States,<=50K
47.0,,9th,,,,White,Female,30.0,United-States,<=50K
,Private,,Separated,Machine-op-inspct,Unmarried,,Female,40.0,United-States,<=50K
,Private,,Married-civ-spouse,Craft-repair,Husband,,Male,40.0,United-States,<=50K
,Self-emp-not-inc,,Married-civ-spouse,Farming-fishing,Husband,,Male,50.0,United-States,>50K
29.0,,11th,,,,White,Female,48.0,United-States,<=50K
31.0,,HS-grad,,,,White,Female,40.0,Mexico,<=50K
24.0,,HS-grad,,,,White,Female,30.0,United-States,<=50K
28.0,,HS-grad,,,,White,Female,40.0,United-States,<=50K
,Private,,Never-married,Sales,Not-in-family,,Male,40.0,United-States,<=50K
26.0,,Bachelors,,,,White,Female,40.0,United-States,<=50K
,Private,,Divorced,Other-service,Not-in-family,,Male,40.0,United-States,<=50K
52.0,,Prof-school,,,,White,Male,40.0,United-States,>50K
,Private,,Separated,Craft-repair,Unmarried,,Female,40.0,United-States,<=50K
63.0,,HS-grad,,,,White,Male,40.0,United-States,<=50K
,Private,,Married-civ-spouse,Exec-managerial,Husband,,Male,60.0,United-States,>50K
,Private,,Divorced,Exec-managerial,Not-in-family,,Female,50.0,United-States,>50K
,Federal-gov,,Never-married,Exec-managerial,Not-in-family,,Female,40.0,United-States,<=50K
,Private,,Divorced,Adm-clerical,Not-in-family,,Female,60.0,United-States,<=50K
27.0,,Some-college,,,,White,Male,40.0,United-States,<=50K
35.0,,HS-grad,,,,White,Female,40.0,Dominican-Republic,<=50K
,Private,,Separated,Exec-managerial,Unmarried,,Female,60.0,United-States,<=50K
,Federal-gov,,Divorced,Other-service,Not-in-family,,Female,40.0,United-States,<=50K
,,,Separated,,Not-in-family,,Male,40.0,United-States,<=50K
,,,Widowed,,Not-in-family,,Female,40.0,United-States,<=50K
42.0,,11th,,,,White,Male,40.0,United-States,<=50K
,Private,,Married-spouse-absent,Exec-managerial,Not-in-family,,Female,60.0,United-States,>50K
,Federal-gov,,Married-civ-spouse,Craft-repair,Husband,,Male,40.0,United-States,<=50K
45.0,,12th,,,,Black,Female,40.0,United-States,>50K
,Private,,Never-married,Adm-clerical,Own-child,,Female,30.0,Philippines,<=50K
50.0,,10th,,,,White,Female,40.0,United-States,<=50K
28.0,,Some-college,,,,White,Female,40.0,United-States,<=50K
51.0,,Some-college,,,,White,Male,48.0,United-States,>50K
28.0,,9th,,,,White,Male,50.0,Dominican-Republic,<=50K
50.0,,HS-grad,,,,White,Male,40.0,United-States,>50K
26.0,,10th,,,,White,Male,99.0,United-States,<=50K
,Private,,Never-married,Adm-clerical,Own-child,,Female,30.0,United-States,<=50K
,Self-emp-inc,,Never-married,Exec-managerial,Own-child,,Male,40.0,United-States,<=50K
20.0,,Some-college,,,,Black,Female,20.0,United-States,<=50K
,Private,,Married-civ-spouse,Exec-managerial,Husband,,Male,50.0,United-States,>50K
,Private,,Married-civ-spouse,Prof-specialty,Wife,,Female,40.0,United-States,>50K
41.0,,13,,,,White,Male,40.0,United-States,>50K
,Private,,Divorced,Handlers-cleaners,Not-in-family,,Male,40.0,United-States,<=50K
,Federal-gov,,Married-civ-spouse,Prof-specialty,Husband,,Male,72.0,,>50K
,Federal-gov,,Separated,Sales,Other-relative,,Female,40.0,United-States,<=50K
,Private,,Married-civ-spouse,Machine-op-inspct,Husband,,Male,32.0,United-States,<=50K
,Local-gov,,Never-married,Adm-clerical,Unmarried,,Female,35.0,United-States,<=50K
40.0,,Masters,,,,Asian-Pac-Islander,Male,40.0,China,<=50K
,Self-emp-not-inc,,Never-married,Transport-moving,Own-child,,Male,30.0,United-States,<=50K
,Private,,Divorced,Transport-moving,Not-in-family,,Male,45.0,United-States,<=50K
,Private,,Married-civ-spouse,Sales,Husband,,Male,40.0,United-States,>50K
45.0,,Bachelors,,,,White,Male,65.0,United-States,<=50K
21.0,,Some-college,,,,White,Female,9.0,United-States,<=50K
,Local-gov,,Never-married,Craft-repair,Other-relative,,Male,40.0,United-States,<=50K
,Local-gov,,Married-civ-spouse,Exec-managerial,Husband,,Male,40.0,United-States,<=50K
22.0,,Some-college,,,,White,Male,40.0,United-States,<=50K
59.0,,Masters,,,,White,Female,40.0,United-States,<=50K
54.0,,HS-grad,,,,White,Female,25.0,United-States,<=50K
,Private,,Never-married,Sales,Own-child,,Female,15.0,United-States,<=50K
,Private,,Never-married,Sales,Own-child,,Female,30.0,United-States,<=50K
,State-gov,,Divorced,Craft-repair,Own-child,,Male,40.0,United-States,>50K
20.0,,Some-college,,,,White,Male,60.0,United-States,<=50K
42.0,,Assoc-voc,,,,White,Male,48.0,United-States,<=50K
69.0,,Masters,,,,White,Female,40.0,United-States,<=50K
35.0,,Assoc-voc,,,,Black,Male,40.0,United-States,<=50K
,Private,,Divorced,Exec-managerial,Unmarried,,Male,45.0,United-States,>50K
29.0,,Some-college,,,,White,Female,30.0,United-States,<=50K
,Private,,Married-civ-spouse,Handlers-cleaners,Husband,,Male,40.0,Mexico,<=50K
78.0,,11th,,,,White,Male,10.0,United-States,<=50K
,Private,,Married-civ-spouse,Exec-managerial,Husband,,Male,40.0,United-States,<=50K
64.0,,HS-grad,,,,White,Male,45.0,United-States,>50K
49.0,,,,,,White,Male,20.0,United-States,>50K
51.0,,HS-grad,,,,Black,Female,30.0,United-States,<=50K
39.0,,Bachelors,,,,White,Male,60.0,United-States,<=50K
,Private,,Divorced,Prof-specialty,Not-in-family,,Female,50.0,United-States,>50K
42.0,,Bachelors,,,,White,Female,17.0,United-States,>50K
41.0,,HS-grad,,,,White,Male,40.0,United-States,<=50K
,State-gov,,Separated,Prof-specialty,Unmarried,,Female,40.0,United-States,<=50K
,Private,,Never-married,Craft-repair,Not-in-family,,Male,40.0,United-States,<=50K
,Private,,Divorced,Other-service,Unmarried,,Female,45.0,United-States,<=50K
,State-gov,,Never-married,Craft-repair,Not-in-family,,Male,40.0,United-States,<=50K
32.0,,11th,,,,White,Female,15.0,United-States,<=50K
47.0,,Masters,,,,White,Female,40.0,England,>50K
39.0,,Some-college,,,,Black,Female,50.0,United-States,>50K
26.0,,Bachelors,,,,White,Male,40.0,United-States,<=50K
,Private,,Never-married,Farming-fishing,Own-child,,Female,40.0,United-States,<=50K
,Private,,Never-married,Transport-moving,Not-in-family,,Male,40.0,United-States,<=50K
,Self-emp-not-inc,,Married-civ-spouse,Prof-specialty,Husband,,Male,50.0,United-States,>50K
,Private,,Separated,Transport-moving,Unmarried,,Male,40.0,United-States,<=50K
,Private,,Never-married,Adm-clerical,Not-in-family,,Female,40.0,United-States,<=50K
62.0,,Bachelors,,,,White,Female,40.0,United-States,>50K
35.0,,HS-grad,,,,White,Male,40.0,United-States,<=50K
,Self-emp-inc,,Married-civ-spouse,Exec-managerial,Husband,,Male,50.0,United-States,>50K
24.0,,Bachelors,,,,Asian-Pac-Islander,Female,50.0,South,<=50K
,Private,,Never-married,Handlers-cleaners,Own-child,,Male,12.0,United-States,<=50K
45.0,,Bachelors,,,,White,Male,40.0,United-States,<=50K
,Local-gov,,Never-married,Craft-repair,Not-in-family,,Male,40.0,United-States,<=50K
,Private,,Never-married,Craft-repair,Own-child,,Female,30.0,United-States,<=50K
,Private,,Never-married,Sales,Not-in-family,,Male,50.0,United-States,<=50K
20.0,,Some-college,,,,White,Female,12.0,United-States,<=50K
,Private,,Married-civ-spouse,Farming-fishing,Husband,,Male,60.0,United-States,>50K
23.0,,Bachelors,,,,White,Male,66.0,Ecuador,<=50K
45.0,,Bachelors,,,,White,Female,55.0,United-States,<=50K
36.0,,Bachelors,,,,White,Female,40.0,United-States,>50K
,Private,,Never-married,Sales,Not-in-family,,Male,47.0,United-States,<=50K
,Private,,Married-civ-spouse,Sales,Husband,,Male,40.0,United-States,>50K
51.0,,HS-grad,,,,White,Male,30.0,United-States,<=50K
,Private,,Separated,Machine-op-inspct,Not-in-family,,Female,40.0,Mexico,<=50K
57.0,,5th-6th,,,,White,Female,35.0,Cuba,<=50K
,Private,,Never-married,Adm-clerical,Not-in-family,,Female,40.0,United-States,<=50K
51.0,,,,,,White,Male,50.0,United-States,<=50K
37.0,,,,,,White,Female,40.0,Germany,>50K
,Federal-gov,,Married-civ-spouse,Adm-clerical,Husband,,Male,40.0,United-States,>50K
,Private,,Married-civ-spouse,Other-service,Husband,,Male,40.0,United-States,<=50K
47.0,,Assoc-voc,,,,White,Female,40.0,United-States,<=50K
34.0,,Some-college,,,,Black,Male,40.0,United-States,>50K
30.0,,Assoc-voc,,,,White,Male,55.0,United-States,<=50K
,State-gov,,Never-married,Prof-specialty,Not-in-family,,Male,70.0,United-States,<=50K
,Private,,Never-married,Craft-repair,Not-in-family,,Male,42.0,United-States,<=50K
38.0,,Some-college,,,,White,Male,40.0,United-States,<=50K
40.0,,7th-8th,,,,Black,Male,40.0,,>50K
56.0,,11th,,,,Black,Female,40.0,United-States,<=50K
,,,Separated,,Own-child,,Female,40.0,United-States,<=50K
,Private,,Married-civ-spouse,Sales,Husband,,Male,40.0,United-States,<=50K
35.0,,HS-grad,,,,Black,Female,40.0,United-States,<=50K
,Self-emp-not-inc,,Married-civ-spouse,Prof-specialty,Wife,,Female,40.0,United-States,>50K
53.0,,Preschool,,,,White,Male,40.0,Mexico,<=50K
42.0,,Assoc-voc,,,,White,Male,35.0,United-States,<=50K
53.0,,Some-college,,,,White,Male,40.0,United-States,>50K
38.0,,Some-college,,,,White,Male,40.0,United-States,<=50K
,Private,,Married-civ-spouse,Transport-moving,Husband,,Male,40.0,United-States,<=50K
34.0,,HS-grad,,,,Black,Male,40.0,United-States,<=50K
,Private,,Divorced,Sales,Unmarried,,Female,40.0,United-States,<=50K
,Private,,Never-married,Exec-managerial,Not-in-family,,Male,50.0,United-States,>50K
,Federal-gov,,Married-civ-spouse,Prof-specialty,Husband,,Male,60.0,United-States,<=50K
,Self-emp-not-inc,,Never-married,Adm-clerical,Unmarried,,Male,5.0,United-States,<=50K
,Private,,Married-civ-spouse,Sales,Husband,,Male,50.0,United-States,>50K
52.0,,HS-grad,,,,White,Male,60.0,United-States,<=50K
38.0,,Some-college,,,,White,Female,30.0,United-States,<=50K
35.0,,HS-grad,,,,White,Male,40.0,Peru,<=50K
42.0,,HS-grad,,,,White,Male,55.0,United-States,<=50K
,Private,,Married-civ-spouse,Protective-serv,Husband,,Male,35.0,Peru,<=50K
,Private,,Married-civ-spouse,Craft-repair,Husband,,Male,40.0,United-States,<=50K
53.0,,Assoc-voc,,,,White,Male,40.0,United-States,<=50K
,Private,,Married-civ-spouse,Other-service,Husband,,Male,40.0,United-States,>50K
57.0,,5th-6th,,,,Black,Male,40.0,United-States,<=50K
22.0,,7th-8th,,,,White,Female,40.0,Mexico,<=50K
,Private,,Never-married,Sales,Not-in-family,,Male,38.0,United-States,<=50K
,,,Never-married,,Own-child,,Male,32.0,United-States,<=50K
25.0,,Some-college,,,,White,Male,40.0,United-States,<=50K
,Private,,Married-civ-spouse,Tech-support,Husband,,Male,40.0,United-States,>50K
39.0,,Some-college,,,,White,Male,40.0,United-States,<=50K
,Private,,Never-married,Other-service,Unmarried,,Male,40.0,United-States,<=50K
,Self-emp-not-inc,,Married-civ-spouse,Exec-managerial,Husband,,Male,40.0,United-States,<=50K
23.0,,HS-grad,,,,White,Male,20.0,United-States,<=50K
,Private,,Married-civ-spouse,Other-service,Husband,,Male,40.0,United-States,<=50K
,Private,,Married-civ-spouse,Handlers-cleaners,Husband,,Male,40.0,Mexico,<=50K
,Private,,Divorced,Exec-managerial,Not-in-family,,Male,55.0,United-States,>50K
23.0,,Some-college,,,,Black,Female,20.0,United-States,<=50K
,Private,,Never-married,Exec-managerial,Not-in-family,,Male,50.0,United-States,<=50K
,Local-gov,,Divorced,Prof-specialty,Not-in-family,,Female,40.0,United-States,<=50K
,Private,,Never-married,Handlers-cleaners,Not-in-family,,Male,55.0,Mexico,<=50K
,Private,,Married-civ-spouse,Transport-moving,Husband,,Male,50.0,United-States,<=50K
19.0,,Some-college,,,,White,Male,30.0,United-States,<=50K
,Private,,Never-married,Other-service,Own-child,,Male,20.0,United-States,<=50K
,Private,,Married-civ-spouse,Exec-managerial,Husband,,Male,50.0,United-States,>50K
,Private,,Never-married,Handlers-cleaners,Own-child,,Male,26.0,United-States,<=50K
,Private,,Married-civ-spouse,Craft-repair,Husband,,Male,45.0,United-States,<=50K
,Private,,Never-married,Craft-repair,Not-in-family,,Male,30.0,United-States,<=50K
40.0,,HS-grad,,,,Black,Male,40.0,United-States,<=50K
29.0,,HS-grad,,,,White,Female,40.0,United-States,<=50K
25.0,,HS-grad,,,,White,Male,48.0,United-States,<=50K
31.0,,HS-grad,,,,White,Female,38.0,United-States,<=50K
35.0,,Bachelors,,,,Asian-Pac-Islander,Female,50.0,Haiti,<=50K
,Private,,Married-civ-spouse,Prof-specialty,Husband,,Male,40.0,Italy,>50K
,Private,,Divorced,Exec-managerial,Not-in-family,,Male,40.0,United-States,<=50K
50.0,,Bachelors,,,,White,Female,40.0,United-States,>50K
,Private,,Never-married,Other-service,Own-child,,Female,40.0,United-States,<=50K
54.0,,,,,,White,Male,40.0,United-States,>50K
51.0,,Assoc-voc,,,,White,Male,39.0,United-States,>50K
44.0,,Prof-school,,,,White,Male,45.0,,<=50K
,Private,,Married-civ-spouse,Adm-clerical,Husband,,Male,65.0,United-States,>50K
50.0,,Some-college,,,,White,Male,40.0,United-States,>50K
,Self-emp-inc,,Married-civ-spouse,Sales,Husband,,Male,40.0,United-States,>50K
,Private,,Married-civ-spouse,Prof-specialty,Wife,,Female,40.0,United-States,<=50K
,Private,,Divorced,Adm-clerical,Own-child,,Male,40.0,United-States,<=50K
,Private,,Married-civ-spouse,Exec-managerial,Husband,,Male,55.0,England,>50K
,Private,,Separated,Adm-clerical,Not-in-family,,Female,40.0,Puerto-Rico,<=50K
,Self-emp-inc,,Married-civ-spouse,Tech-support,Husband,,Male,40.0,United-States,>50K
,Private,,Divorced,Exec-managerial,Not-in-family,,Male,40.0,United-States,<=50K
,Private,,Married-civ-spouse,Machine-op-inspct,Husband,,Male,50.0,United-States,>50K
,Private,,Never-married,Craft-repair,Not-in-family,,Male,40.0,United-States,<=50K
66.0,,Bachelors,,,,White,Male,40.0,United-States,>50K
,Private,,Divorced,Other-service,Not-in-family,,Female,32.0,United-States,<=50K
,Self-emp-inc,,Married-civ-spouse,Sales,Husband,,Male,48.0,United-States,>50K
,Private,,Married-spouse-absent,Adm-clerical,Own-child,,Female,40.0,United-States,<=50K
25.0,,Some-college,,,,Amer-Indian-Eskimo,Male,40.0,United-States,<=50K
43.0,,Some-college,,,,White,Male,99.0,United-States,>50K
,State-gov,,Divorced,Adm-clerical,Unmarried,,Male,40.0,United-States,<=50K
,Private,,Married-civ-spouse,Sales,Husband,,Male,40.0,United-States,<=50K
,Self-emp-not-inc,,Divorced,Exec-managerial,Not-in-family,,Male,30.0,Iran,<=50K
,Private,,Never-married,Craft-repair,Own-child,,Male,50.0,United-States,<=50K
,Private,,Separated,Sales,Unmarried,,Female,40.0,United-States,<=50K
17.0,,11th,,,,White,Female,7.0,United-States,<=50K
,Private,,Divorced,Tech-support,Not-in-family,,Female,20.0,United-States,<=50K
,Private,,Divorced,Transport-moving,Unmarried,,Female,48.0,Germany,<=50K
,Private,,Never-married,Transport-moving,Not-in-family,,Male,20.0,United-States,<=50K
,,,Never-married,,Own-child,,Female,15.0,United-States,<=50K
44.0,,HS-grad,,,,White,Female,40.0,United-States,<=50K
45.0,,Bachelors,,,,White,Male,60.0,United-States,>50K
33.0,,Some-college,,,,White,Female,45.0,United-States,<=50K
,State-gov,,Never-married,Sales,Unmarried,,Female,40.0,United-States,<=50K
23.0,,HS-grad,,,,Black,Male,75.0,United-States,<=50K
46.0,,HS-grad,,,,Black,Male,40.0,United-States,<=50K
,Private,,Never-married,Other-service,Own-child,,Female,10.0,United-States,<=50K
,Private,,Married-civ-spouse,Exec-managerial,Husband,,Male,40.0,United-States,>50K
,Private,,Never-married,Other-service,Own-child,,Female,20.0,United-States,<=50K
,Private,,Never-married,Priv-house-serv,Own-child,,Female,20.0,United-States,<=50K
,Private,,Separated,Other-service,Not-in-family,,Female,40.0,United-States,<=50K
42.0,,Assoc-voc,,,,White,Male,40.0,United-States,<=50K
,Federal-gov,,Separated,Adm-clerical,Unmarried,,Female,40.0,United-States,<=50K
,Private,,Never-married,Exec-managerial,Not-in-family,,Female,55.0,United-States,<=50K
,,,Widowed,,Not-in-family,,Male,6.0,United-States,<=50K
20.0,,HS-grad,,,,White,Female,10.0,El-Salvador,<=50K
,Private,,Never-married,Other-service,Not-in-family,,Female,40.0,United-States,<=50K
,Private,,Never-married,Other-service,Own-child,,Female,40.0,United-States,<=50K
,Private,,Married-civ-spouse,Handlers-cleaners,Husband,,Male,30.0,Mexico,<=50K
,Self-emp-not-inc,,Never-married,Farming-fishing,Own-child,,Male,35.0,United-States,<=50K
,Private,,Never-married,Sales,Not-in-family,,Male,48.0,United-States,<=50K
49.0,,Assoc-acdm,,,,White,Female,40.0,Germany,<=50K
,State-gov,,Never-married,Prof-specialty,Not-in-family,,Male,40.0,United-States,>50K
40.0,,10th,,,,White,Male,40.0,,<=50K
,Private,,Never-married,Prof-specialty,Unmarried,,Female,40.0,United-States,<=50K
,,,Never-married,,Own-child,,Female,15.0,United-States,<=50K
,Private,,Never-married,Handlers-cleaners,Unmarried,,Male,40.0,Mexico,<=50K
,Private,,Never-married,Sales,Not-in-family,,Female,35.0,United-States,<=50K
29.0,,Some-college,,,,White,Male,40.0,United-States,<=50K
,Private,,Never-married,Adm-clerical,Own-child,,Female,26.0,United-States,<=50K
37.0,,Bachelors,,,,White,Male,50.0,United-States,<=50K
64.0,,HS-grad,,,,White,Male,45.0,United-States,>50K
,Local-gov,,Married-civ-spouse,Craft-repair,Husband,,Male,40.0,United-States,>50K
,,,Married-civ-spouse,,Husband,,Male,40.0,United-States,<=50K
46.0,,Assoc-voc,,,,White,Female,40.0,United-States,<=50K
39.0,,10th,,,,White,Female,40.0,Mexico,<=50K
,Private,,Married-civ-spouse,Craft-repair,Husband,,Male,43.0,United-States,>50K
48.0,,11th,,,,Black,Female,10.0,Haiti,<=50K
53.0,,Some-college,,,,White,Male,40.0,United-States,>50K
,Private,,Divorced,Adm-clerical,Unmarried,,Female,40.0,United-States,<=50K
62.0,,10th,,,,Black,Female,40.0,United-States,<=50K
90.0,,Some-college,,,,Asian-Pac-Islander,Male,35.0,United-States,<=50K
,Private,,Married-civ-spouse,Sales,Husband,,Male,45.0,United-States,<=50K
,Private,,Never-married,Adm-clerical,Other-relative,,Female,40.0,United-States,<=50K
40.0,,Bachelors,,,,White,Male,30.0,United-States,<=50K
29.0,,Assoc-acdm,,,,White,Male,20.0,United-States,<=50K
36.0,,HS-grad,,,,White,Male,80.0,United-States,<=50K
,Private,,Never-married,Tech-support,Not-in-family,,Male,50.0,United-States,<=50K
,Private,,Married-civ-spouse,Sales,Husband,,Male,40.0,United-States,>50K
45.0,,Some-college,,,,White,Male,42.0,United-States,<=50K
,Private,,Married-civ-spouse,Other-service,Wife,,Female,40.0,United-States,>50K
27.0,,HS-grad,,,,White,Female,32.0,United-States,<=50K
,Private,,Divorced,Exec-managerial,Not-in-family,,Female,40.0,United-States,<=50K
22.0,,9th,,,,White,Male,54.0,United-States,<=50K
,Private,,Married-civ-spouse,Handlers-cleaners,Husband,,Male,40.0,United-States,<=50K
22.0,,Bachelors,,,,White,Female,35.0,United-States,<=50K
56.0,,7th-8th,,,,White,Female,20.0,Yugoslavia,<=50K
,Private,,Divorced,Prof-specialty,Not-in-family,,Female,48.0,United-States,<=50K
,State-gov,,Married-civ-spouse,Prof-specialty,Husband,,Male,40.0,United-States,>50K
28.0,,HS-grad,,,,White,Male,44.0,United-States,>50K
,State-gov,,Divorced,Tech-support,Unmarried,,Female,40.0,United-States,<=50K
,Private,,Never-married,Sales,Not-in-family,,Female,30.0,United-States,<=50K
38.0,,Masters,,,,Asian-Pac-Islander,Male,40.0,,<=50K
,State-gov,,Married-civ-spouse,Other-service,Husband,,Male,40.0,United-States,<=50K
39.0,,Assoc-voc,,,,White,Male,40.0,United-States,<=50K
,Local-gov,,Never-married,Prof-specialty,Not-in-family,,Female,35.0,United-States,<=50K
48.0,,HS-grad,,,,White,Female,38.0,United-States,<=50K
51.0,,Preschool,,,,White,Male,30.0,United-States,<=50K
,Private,,Married-civ-spouse,Exec-managerial,Husband,,Male,40.0,United-States,<=50K
,,,Never-married,,Own-child,,Male,40.0,United-States,<=50K
21.0,,HS-grad,,,,White,Male,40.0,United-States,<=50K
64.0,,Prof-school,,,,White,Male,16.0,United-States,<=50K
,Local-gov,,Widowed,Other-service,Not-in-family,,Female,41.0,United-States,<=50K
,Local-gov,,Never-married,Adm-clerical,Own-child,,Female,27.0,United-States,<=50K
,Private,,Married-civ-spouse,Tech-support,Husband,,Male,50.0,United-States,>50K
26.0,,Assoc-acdm,,,,White,Male,40.0,United-States,<=50K
17.0,,12th,,,,White,Female,25.0,United-States,<=50K
54.0,,HS-grad,,,,White,Male,40.0,United-States,<=50K
44.0,,Bachelors,,,,White,Male,50.0,United-States,>50K
,Private,,Married-civ-spouse,Adm-clerical,Wife,,Female,18.0,United-States,<=50K
,Self-emp-not-inc,,Married-civ-spouse,Farming-fishing,Husband,,Male,48.0,United-States,<=50K
,Private,,Divorced,Craft-repair,Not-in-family,,Male,30.0,United-States,<=50K
