age,workclass,fnlwgt,education,education-num,marital-status,occupation,relationship,race,capital-gain,capital-loss,native-country,salary
,,52171.0,,4.0,Divorced,,Unmarried,,0.0,0.0,,
50.0,,133963.0,Bachelors,,Married-civ-spouse,,,White,,,United-States,>50K
25.0,,198870.0,Bachelors,,Never-married,,,Black,,,United-States,<=50K
,Private,25803.0,,9.0,Married-civ-spouse,Craft-repair,Husband,,0.0,0.0,,
,Private,292303.0,,9.0,Never-married,Handlers-cleaners,Own-child,,0.0,0.0,,
31.0,,158162.0,Bachelors,,Never-married,,,White,,,United-States,>50K
34.0,,35595.0,Bachelors,,Married-civ-spouse,,,White,,,United-States,<=50K
,Self-emp-inc,34848.0,,13.0,Married-civ-spouse,Sales,Husband,,0.0,0.0,,
22.0,,156822.0,10th,,Never-married,,,White,,,United-States,<=50K
48.0,,199763.0,HS-grad,,Married-civ-spouse,,,White,,,United-States,<=50K
21.0,,305423.0,HS-grad,,Never-married,,,White,,,United-States,<=50K
41.0,,49654.0,HS-grad,,Divorced,,,White,,,United-States,<=50K
50.0,,163998.0,Bachelors,,Married-civ-spouse,,,White,,,United-States,>50K
,Private,264129.0,,10.0,Divorced,Sales,Not-in-family,,0.0,0.0,,
,Private,166461.0,,7.0,Divorced,Machine-op-inspct,Unmarried,,5455.0,0.0,,
25.0,,262617.0,Bachelors,,Married-civ-spouse,,,White,,,United-States,>50K
75.0,,71898.0,Preschool,,Never-married,,,Asian-Pac-Islander,,,Philippines,<=50K
39.0,,178100.0,Bachelors,,Never-married,,,White,,,United-States,<=50K
43.0,,235556.0,Some-college,,Married-spouse-absent,,,White,,,Mexico,<=50K
,Private,121287.0,,9.0,Never-married,Machine-op-inspct,Not-in-family,,0.0,0.0,,
,Private,210369.0,,9.0,Never-married,Craft-repair,Own-child,,0.0,0.0,,
50.0,,172970.0,HS-grad,,Married-civ-spouse,,,White,,,Puerto-Rico,<=50K
,,132053.0,,10.0,Never-married,,Own-child,,0.0,0.0,,
,Federal-gov,325089.0,,6.0,Divorced,Craft-repair,Unmarried,,0.0,0.0,,
43.0,,37937.0,Masters,,Divorced,,,White,,,United-States,<=50K
32.0,,285946.0,Bachelors,,Never-married,,,White,,,United-States,<=50K
38.0,,365307.0,HS-grad,,Separated,,,White,,,United-States,<=50K
,Private,166181.0,,10.0,Never-married,Adm-clerical,Own-child,,0.0,0.0,,
22.0,,202920.0,HS-grad,,Never-married,,,White,,,Dominican-Republic,>50K
,Self-emp-not-inc,137547.0,,15.0,Never-married,Prof-specialty,Not-in-family,,27828.0,0.0,,
,Private,117898.0,,13.0,Married-civ-spouse,Exec-managerial,Husband,,0.0,0.0,,
,Private,82393.0,,9.0,Married-civ-spouse,Other-service,Own-child,,0.0,0.0,,
50.0,,238187.0,Bachelors,,Divorced,,,Black,,,United-States,<=50K
37.0,,174912.0,,,Separated,,,White,,,United-States,<=50K
,Private,189241.0,,7.0,Married-civ-spouse,Handlers-cleaners,Own-child,,0.0,0.0,,
,Private,385092.0,,,Divorced,Prof-specialty,Own-child,,0.0,0.0,,
50.0,,131982.0,HS-grad,,Married-civ-spouse,,,Asian-Pac-Islander,,,South,<=50K
,Self-emp-not-inc,265097.0,,9.0,Married-civ-spouse,Craft-repair,Husband,,0.0,0.0,,
,Private,163332.0,,9.0,Never-married,Sales,Own-child,,0.0,0.0,,
,Private,110083.0,,11.0,Never-married,Craft-repair,Not-in-family,,0.0,0.0,,
,Private,584790.0,,11.0,Married-civ-spouse,Other-service,Husband,,0.0,0.0,,
,Private,209236.0,,9.0,Married-civ-spouse,Adm-clerical,Husband,,0.0,0.0,,
,Private,263568.0,,9.0,Married-civ-spouse,Machine-op-inspct,Husband,,0.0,0.0,,
24.0,,537222.0,HS-grad,,Married-civ-spouse,,,White,,,United-States,<=50K
,Private,338013.0,,10.0,Divorced,Tech-support,Not-in-family,,0.0,0.0,,
,Private,184435.0,,9.0,Never-married,Adm-clerical,Not-in-family,,0.0,0.0,,
27.0,,167405.0,HS-grad,,Married-spouse-absent,,,White,,,Mexico,<=50K
59.0,,254593.0,Bachelors,,Married-civ-spouse,,,White,,,United-States,>50K
,Self-emp-not-inc,115439.0,,14.0,Married-civ-spouse,Sales,Husband,,0.0,0.0,,
45.0,,178344.0,Assoc-voc,,Divorced,,,White,,,United-States,<=50K
39.0,,149943.0,Masters,,Never-married,,,Asian-Pac-Islander,,,China,<=50K
,Private,24013.0,,10.0,Married-civ-spouse,Exec-managerial,Husband,,0.0,0.0,,
37.0,,293475.0,Assoc-acdm,,Never-married,,,White,,,United-States,<=50K
18.0,,265099.0,11th,,Never-married,,,White,,,United-States,<=50K
,Private,698039.0,,13.0,Widowed,Prof-specialty,Not-in-family,,0.0,0.0,,
40.0,,323790.0,,,Married-civ-spouse,,,White,,,United-States,<=50K
,Private,169182.0,,5.0,Widowed,Other-service,Not-in-family,,0.0,0.0,,
,Private,303851.0,,9.0,Married-civ-spouse,Transport-moving,Husband,,0.0,0.0,,
30.0,,361817.0,HS-grad,,Never-married,,,White,,,United-States,<=50K
63.0,,154675.0,HS-grad,,Widowed,,,White,,,United-States,<=50K
,Private,68642.0,,9.0,Never-married,Other-service,Not-in-family,,0.0,0.0,,
32.0,,215047.0,7th-8th,,Married-civ-spouse,,,White,,,United-States,<=50K
,Private,368517.0,,12.0,Never-married,Prof-specialty,Not-in-family,,0.0,0.0,,
29.0,,188401.0,HS-grad,,Divorced,,,White,,,United-States,<=50K
57.0,,121362.0,,,Widowed,,,White,,,United-States,>50K
59.0,,124137.0,HS-grad,,Divorced,,,White,,,United-States,<=50K
,,122265.0,,9.0,Divorced,,Not-in-family,,0.0,0.0,,
29.0,,231554.0,Some-college,,Married-civ-spouse,,,Black,,,United-States,<=50K
,Self-emp-not-inc,225456.0,,13.0,Married-civ-spouse,Sales,Husband,,0.0,0.0,,
26.0,,222637.0,10th,,Never-married,,,White,,,Puerto-Rico,<=50K
62.0,,109190.0,,,Married-civ-spouse,,,White,,,United-States,>50K
,Private,85382.0,,9.0,Married-civ-spouse,Craft-repair,Husband,,0.0,0.0,,
29.0,,119052.0,HS-grad,,Never-married,,,Black,,,United-States,<=50K
,Private,291407.0,,7.0,Never-married,Handlers-cleaners,Own-child,,0.0,0.0,,
,State-gov,165474.0,,10.0,Never-married,Tech-support,Own-child,,0.0,0.0,,
36.0,,108103.0,HS-grad,,Married-civ-spouse,,,White,,,United-States,<=50K
32.0,,43959.0,Bachelors,,Married-civ-spouse,,,White,,,United-States,>50K
56.0,,238806.0,7th-8th,,Married-civ-spouse,,,White,,,United-States,<=50K
,Private,424988.0,,9.0,Married-civ-spouse,Craft-repair,Husband,,0.0,0.0,,
,Private,117363.0,,13.0,Never-married,Other-service,Not-in-family,,0.0,0.0,,
27.0,,430672.0,Bachelors,,Never-married,,,White,,,United-States,<=50K
,Private,87535.0,,10.0,Never-married,Machine-op-inspct,Not-in-family,,0.0,0.0,,
50.0,,109277.0,5,,Married-civ-spouse,,,White,,,United-States,<=50K
,Private,206325.0,,7.0,Married-civ-spouse,Craft-repair,Husband,,0.0,0.0,,
31.0,,72887.0,Bachelors,,Married-civ-spouse,,,Asian-Pac-Islander,,,United-States,>50K
,Private,36302.0,,10.0,Married-civ-spouse,Adm-clerical,Husband,,0.0,0.0,,
29.0,,208577.0,HS-grad,,Married-civ-spouse,,,White,,,United-States,>50K
26.0,,213383.0,HS-grad,,Never-married,,,White,,,United-States,<=50K
,Private,111483.0,,13.0,Married-civ-spouse,Sales,Husband,,0.0,0.0,,
,Self-emp-not-inc,201742.0,,13.0,Married-civ-spouse,Exec-managerial,Husband,,0.0,2415.0,,
40.0,,121956.0,Bachelors,,Married-spouse-absent,,,Asian-Pac-Islander,,,Cambodia,>50K
,Private,102597.0,,10.0,Separated,Adm-clerical,Unmarried,,0.0,0.0,,
,Local-gov,253116.0,,13.0,Never-married,Prof-specialty,Not-in-family,,0.0,0.0,,
40.0,,214010.0,Bachelors,,Never-married,,,White,,,United-States,<=50K
20.0,,385077.0,12th,,Never-married,,,White,,,United-States,<=50K
,Private,60001.0,,10.0,Married-civ-spouse,Adm-clerical,Husband,,0.0,0.0,,
38.0,,40955.0,Bachelors,,Married-civ-spouse,,,White,,,England,>50K
27.0,,85251.0,Some-college,,Married-civ-spouse,,,White,,,United-States,<=50K
,State-gov,34218.0,,9.0,Married-civ-spouse,Craft-repair,Husband,,0.0,0.0,,
28.0,,282398.0,Some-college,,Divorced,,,White,,,United-States,<=50K
26.0,,245029.0,Bachelors,,Never-married,,,Black,,,United-States,<=50K
,Federal-gov,155238.0,,9.0,Married-civ-spouse,Adm-clerical,Husband,,0.0,0.0,,
51.0,,132341.0,HS-grad,,Married-civ-spouse,,,White,,,United-States,>50K
56.0,,106723.0,HS-grad,,Divorced,,,White,,,United-States,<=50K
30.0,,178952.0,9,,Never-married,,,White,,,United-States,<=50K
,Private,248584.0,,9.0,Never-married,Farming-fishing,Own-child,,0.0,0.0,,
20.0,,431745.0,Some-college,,Never-married,,,Black,,,United-States,<=50K
,Private,89299.0,,9.0,Divorced,Other-service,Not-in-family,,0.0,0.0,,
40.0,,260696.0,HS-grad,,Never-married,,,White,,,United-States,<=50K
,Self-emp-not-inc,29231.0,,9.0,Married-civ-spouse,Exec-managerial,Husband,,0.0,0.0,,
25.0,,514716.0,Bachelors,,Never-married,,,Black,,,United-States,<=50K
,Private,116298.0,,4.0,Never-married,Machine-op-inspct,Not-in-family,,0.0,0.0,,
60.0,,40856.0,Assoc-voc,,Married-civ-spouse,,,White,,,United-States,>50K
,Private,117028.0,,7.0,Never-married,Other-service,Own-child,,0.0,0.0,,
,Private,199018.0,,13.0,Married-civ-spouse,Adm-clerical,Husband,,0.0,0.0,,
,Private,27886.0,,4.0,Divorced,Other-service,Not-in-family,,0.0,0.0,,
51.0,,159755.0,Assoc-voc,,Married-civ-spouse,,,White,,,United-States,>50K
31.0,,165503.0,11th,,Married-civ-spouse,,,White,,,,<=50K
,Private,62346.0,,9.0,Married-civ-spouse,Craft-repair,Husband,,0.0,0.0,,
,Private,53598.0,,10.0,Never-married,Adm-clerical,Not-in-family,,0.0,0.0,,
60.0,,74422.0,5th-6th,,Married-civ-spouse,,,White,,,Mexico,<=50K
,Private,32452.0,,14.0,Married-civ-spouse,Adm-clerical,Wife,,0.0,0.0,,
19.0,,235732.0,11th,,Never-married,,,White,,,United-States,<=50K
,Private,226717.0,,8.0,Never-married,Handlers-cleaners,Own-child,,0.0,0.0,,
,Private,172281.0,,13.0,Separated,Sales,Not-in-family,,0.0,0.0,,
,State-gov,254285.0,,16.0,Married-civ-spouse,Prof-specialty,Husband,,0.0,1887.0,,
,Private,186934.0,,9.0,Married-civ-spouse,Exec-managerial,Husband,,0.0,0.0,,
36.0,,91037.0,HS-grad,,Married-civ-spouse,,,White,,,United-States,>50K
,Private,35424.0,,10.0,Never-married,Sales,Own-child,,0.0,0.0,,
41.0,,344572.0,HS-grad,,Divorced,,,White,,,United-States,<=50K
,Private,135785.0,,13.0,Never-married,Prof-specialty,Not-in-family,,0.0,0.0,,
44.0,,127592.0,Bachelors,,Married-civ-spouse,,,White,,,United-States,<=50K
,Self-emp-not-inc,271665.0,,9.0,Married-civ-spouse,Sales,Husband,,0.0,0.0,,
23.0,,179241.0,Assoc-voc,,Never-married,,,White,,,United-States,<=50K
,Private,112362.0,,6.0,Married-civ-spouse,Sales,Husband,,0.0,0.0,,
19.0,,322866.0,HS-grad,,Never-married,,,Black,,,United-States,<=50K
17.0,,118792.0,11th,,Never-married,,,White,,,United-States,<=50K
65.0,,258561.0,Bachelors,,Married-civ-spouse,,,White,,,United-States,<=50K
,Private,72443.0,,9.0,Never-married,Tech-support,Not-in-family,,0.0,0.0,,
51.0,,186845.0,Bachelors,,Married-civ-spouse,,,White,,,United-States,<=50K
61.0,,199198.0,7th-8th,,Widowed,,,Black,,,United-States,<=50K
,Private,107038.0,,9.0,Never-married,Craft-repair,Own-child,,0.0,0.0,,
23.0,,200967.0,11th,,Never-married,,,White,,,United-States,<=50K
,Local-gov,44246.0,,5.0,Married-civ-spouse,Transport-moving,Husband,,0.0,0.0,,
44.0,,197919.0,Some-college,,Divorced,,,White,,,United-States,<=50K
,Self-emp-not-inc,370119.0,,10.0,Married-civ-spouse,Exec-managerial,Husband,,0.0,0.0,,
29.0,Self-emp-not-inc,,5th-6th,3.0,,Other-service,Husband,White,0.0,0.0,Mexico,<=50K
27.0,,160178.0,Some-college,,Divorced,,,White,,,United-States,<=50K
,Private,143604.0,,9.0,Never-married,Other-service,Own-child,,0.0,0.0,,
29.0,,56630.0,Assoc-voc,,Married-civ-spouse,,,White,,,United-States,<=50K
,,294443.0,,11.0,Divorced,,Not-in-family,,0.0,0.0,,
52.0,,27539.0,Some-college,,Married-civ-spouse,,,White,,,United-States,>50K
49.0,,139268.0,Some-college,,Married-civ-spouse,,,White,,,United-States,>50K
,Private,187703.0,,,Widowed,Prof-specialty,Unmarried,,11678.0,0.0,,
,Private,443336.0,,10.0,Never-married,Other-service,Not-in-family,,0.0,0.0,,
,Private,285457.0,,10.0,Never-married,Transport-moving,Own-child,,0.0,0.0,,
,Local-gov,104443.0,,9.0,Widowed,Other-service,Not-in-family,,0.0,1668.0,,
,Private,420973.0,,13.0,Never-married,Prof-specialty,Not-in-family,,0.0,0.0,,
,Private,120320.0,,9.0,Never-married,Adm-clerical,Own-child,,0.0,0.0,,
,Private,84817.0,,11.0,Divorced,Prof-specialty,Unmarried,,3887.0,0.0,,
27.0,,478277.0,Bachelors,,Married-civ-spouse,,,Black,,,United-States,<=50K
,Private,308136.0,,9.0,Never-married,Other-service,Own-child,,0.0,0.0,,
,Private,263150.0,,9.0,Divorced,Machine-op-inspct,Unmarried,,0.0,0.0,,
,Self-emp-not-inc,198953.0,,12.0,Never-married,Prof-specialty,Own-child,,0.0,0.0,,
,Self-emp-inc,170993.0,,15.0,Divorced,Prof-specialty,Not-in-family,,13550.0,0.0,,
28.0,,37933.0,HS-grad,,Never-married,,,Black,,,United-States,<=50K
,Self-emp-not-inc,111563.0,,13.0,Married-civ-spouse,Farming-fishing,Husband,,0.0,0.0,,
40.0,,121012.0,HS-grad,,Married-civ-spouse,,,White,,,United-States,<=50K
50.0,,98815.0,Assoc-voc,,Married-civ-spouse,,,White,,,United-States,>50K
,Private,102142.0,,10.0,Never-married,Tech-support,Not-in-family,,0.0,0.0,,
,Private,393715.0,,10.0,Married-civ-spouse,Exec-managerial,Husband,,15024.0,0.0,,
,Private,211035.0,,13.0,Married-civ-spouse,Adm-clerical,Wife,,0.0,0.0,,
27.0,,313479.0,Bachelors,,Never-married,,,White,,,United-States,<=50K
,Private,273362.0,,9.0,Married-civ-spouse,Craft-repair,Husband,,0.0,0.0,,
,Private,130760.0,,9.0,Married-civ-spouse,Exec-managerial,Husband,,0.0,0.0,,
,Local-gov,266138.0,,11.0,Married-civ-spouse,Exec-managerial,Husband,,0.0,0.0,,
31.0,,168521.0,Bachelors,,Never-married,,,White,,,United-States,<=50K
,Private,155913.0,,12.0,Married-civ-spouse,Craft-repair,Husband,,0.0,0.0,,
,Private,107125.0,,10.0,Never-married,Sales,Not-in-family,,0.0,0.0,,
38.0,,405284.0,,,Never-married,,,White,,,United-States,<=50K
25.0,,272167.0,Bachelors,,Never-married,,,White,,,United-States,<=50K
38.0,,204556.0,9,,Divorced,,,Black,,,United-States,<=50K
46.0,,280766.0,HS-grad,,Divorced,,,White,,,Cuba,<=50K
,Private,144182.0,,9.0,Widowed,Prof-specialty,Not-in-family,,0.0,0.0,,
44.0,,156687.0,HS-grad,,Married-civ-spouse,,,Asian-Pac-Islander,,,Japan,<=50K
55.0,,30636.0,HS-grad,,Married-civ-spouse,,,White,,,United-States,>50K
46.0,,185041.0,HS-grad,,Married-civ-spouse,,,White,,,United-States,<=50K
,Private,56774.0,,9.0,Never-married,Craft-repair,Own-child,,0.0,0.0,,
33.0,,112941.0,HS-grad,,Married-civ-spouse,,,White,,,United-States,>50K
56.0,,253854.0,Some-college,,Married-civ-spouse,,,White,,,United-States,>50K
,Private,115932.0,,12.0,Married-civ-spouse,Prof-specialty,Husband,,0.0,0.0,,
31.0,,78602.0,Assoc-acdm,,Divorced,,,Amer-Indian-Eskimo,,,United-States,<=50K
,Private,92462.0,,12.0,Never-married,Sales,Unmarried,,0.0,0.0,,
,Federal-gov,106910.0,,9.0,Never-married,Transport-moving,Unmarried,,0.0,0.0,,
,Private,103200.0,,14.0,Married-spouse-absent,Prof-specialty,Not-in-family,,0.0,0.0,,
24.0,,203182.0,Bachelors,,Never-married,,,White,,,United-States,<=50K
18.0,,118938.0,11th,,Never-married,,,White,,,United-States,<=50K
,Private,172246.0,,7.0,Married-civ-spouse,Transport-moving,Husband,,0.0,0.0,,
,State-gov,122177.0,,10.0,Married-civ-spouse,Machine-op-inspct,Husband,,0.0,0.0,,
40.0,,105936.0,HS-grad,,Married-spouse-absent,,,White,,,United-States,<=50K
,Private,148645.0,,9.0,Never-married,Machine-op-inspct,Own-child,,0.0,0.0,,
,State-gov,60949.0,,14.0,Never-married,Prof-specialty,Not-in-family,,0.0,0.0,,
47.0,,209460.0,Some-college,,Married-civ-spouse,,,White,,,United-States,<=50K
27.0,,139903.0,HS-grad,,Never-married,,,Black,,,United-States,<=50K
24.0,,434102.0,11th,,Never-married,,,White,,,United-States,<=50K
,Private,194141.0,,9.0,Divorced,Machine-op-inspct,Own-child,,0.0,0.0,,
61.0,,168654.0,HS-grad,,Widowed,,,White,,,United-States,<=50K
,Local-gov,100883.0,,4.0,Married-civ-spouse,Other-service,Husband,,0.0,0.0,,
,Private,36999.0,,10.0,Divorced,Craft-repair,Not-in-family,,3325.0,0.0,,
,Private,128132.0,,9.0,Married-civ-spouse,Sales,Husband,,0.0,0.0,,
,Private,386036.0,,10.0,Never-married,Transport-moving,Not-in-family,,0.0,0.0,,
29.0,,277788.0,Some-college,,Married-civ-spouse,,,White,,,United-States,<=50K
,Private,102976.0,,9.0,Divorced,Exec-managerial,Not-in-family,,0.0,0.0,,
,Private,206052.0,,9.0,Married-civ-spouse,Craft-repair,Husband,,0.0,0.0,,
40.0,,360884.0,Some-college,,Married-civ-spouse,,,White,,,United-States,>50K
61.0,,131117.0,HS-grad,,Widowed,,,White,,,Puerto-Rico,<=50K
32.0,,125279.0,HS-grad,,Divorced,,,White,,,United-States,<=50K
34.0,,120959.0,Some-college,,Divorced,,,White,,,United-States,<=50K
40.0,,53835.0,Bachelors,,Married-civ-spouse,,,White,,,United-States,>50K
,State-gov,345712.0,,9.0,Married-civ-spouse,Exec-managerial,Husband,,0.0,0.0,,
,Private,96552.0,,10.0,Divorced,Machine-op-inspct,Own-child,,0.0,0.0,,
73.0,,132350.0,7th-8th,,Widowed,,,White,,,United-States,<=50K
,,334585.0,,6.0,Married-civ-spouse,,Wife,,0.0,0.0,,
,Private,268222.0,,9.0,Separated,Handlers-cleaners,Unmarried,,0.0,0.0,,
,Self-emp-not-inc,263925.0,,13.0,Married-civ-spouse,Sales,Husband,,0.0,0.0,,
,Private,177287.0,,9.0,Never-married,Exec-managerial,Own-child,,0.0,0.0,,
46.0,,243743.0,Bachelors,,Married-civ-spouse,,,White,,,United-States,>50K
47.0,,182474.0,HS-grad,,Married-civ-spouse,,,White,,,United-States,<=50K
,Private,89172.0,,13.0,Married-civ-spouse,Craft-repair,Husband,,0.0,0.0,,
,State-gov,201117.0,,9.0,Never-married,Adm-clerical,Own-child,,0.0,0.0,,
40.0,,236021.0,Some-college,,Never-married,,,White,,,United-States,<=50K
31.0,,255830.0,Assoc-acdm,,Never-married,,,Black,,,United-States,<=50K
,Private,288229.0,,13.0,Never-married,Adm-clerical,Own-child,,0.0,0.0,,
51.0,,201560.0,Bachelors,,Married-civ-spouse,,,White,,,United-States,>50K
49.0,,106634.0,,,Never-married,,,White,,,United-States,>50K
,Private,366757.0,,9.0,Married-civ-spouse,Craft-repair,Husband,,0.0,0.0,,
,State-gov,183486.0,,11.0,Divorced,Prof-specialty,Unmarried,,0.0,0.0,,
,Private,163265.0,,5.0,Never-married,Machine-op-inspct,Not-in-family,,0.0,0.0,,
35.0,,172252.0,Some-college,,Divorced,,,White,,,United-States,<=50K
,Self-emp-not-inc,107410.0,,9.0,Married-civ-spouse,Machine-op-inspct,Husband,,0.0,0.0,,
25.0,,323229.0,Bachelors,,Never-married,,,White,,,United-States,<=50K
23.0,,130959.0,Some-college,,Married-civ-spouse,,,White,,,United-States,<=50K
24.0,,211049.0,7th-8th,,Never-married,,,White,,,United-States,<=50K
19.0,,186717.0,Some-college,,Never-married,,,White,,,United-States,<=50K
,Private,42850.0,,9.0,Never-married,Craft-repair,Not-in-family,,0.0,0.0,,
42.0,,210525.0,Masters,,Never-married,,,White,,,United-States,<=50K
,Private,285295.0,,10.0,Never-married,Machine-op-inspct,Not-in-family,,0.0,0.0,,
27.0,,173944.0,HS-grad,,Married-civ-spouse,,,White,,,United-States,>50K
,Private,265434.0,,7.0,Never-married,Other-service,Not-in-family,,0.0,0.0,,
,Private,159303.0,,14.0,Never-married,Prof-specialty,Own-child,,0.0,0.0,,
26.0,,122575.0,Bachelors,,Never-married,,,Asian-Pac-Islander,,,Vietnam,<=50K
30.0,,138744.0,HS-grad,,Never-married,,,White,,,United-States,<=50K
,Private,430084.0,,9.0,Divorced,Other-service,Own-child,,0.0,0.0,,
48.0,,159726.0,9,,Married-civ-spouse,,,White,,,United-States,>50K
,,281768.0,,12.0,Married-civ-spouse,,Husband,,0.0,0.0,,
,Federal-gov,198841.0,,10.0,Separated,Handlers-cleaners,Not-in-family,,0.0,0.0,,
,Private,83066.0,,9.0,Married-civ-spouse,Transport-moving,Husband,,0.0,0.0,,
,Private,164733.0,,14.0,Married-civ-spouse,Prof-specialty,Husband,,0.0,0.0,,
66.0,,104936.0,10th,,Widowed,,,White,,,United-States,<=50K
,Private,201615.0,,12.0,Never-married,Adm-clerical,Other-relative,,0.0,0.0,,
34.0,,153614.0,Assoc-acdm,,Married-civ-spouse,,,White,,,United-States,<=50K
,Private,322585.0,,9.0,Never-married,Sales,Own-child,,0.0,0.0,,
53.0,,201062.0,HS-grad,,Married-civ-spouse,,,Black,,,United-States,<=50K
41.0,,178002.0,HS-grad,,Married-civ-spouse,,,White,,,United-States,>50K
51.0,,88856.0,,,Married-civ-spouse,,,White,,,United-States,>50K
56.0,,246687.0,Some-college,,Divorced,,,White,,,United-States,<=50K
,Self-emp-not-inc,22933.0,,9.0,Married-civ-spouse,Exec-managerial,Husband,,0.0,0.0,,
,Private,114937.0,,13.0,Never-married,Prof-specialty,Not-in-family,,6849.0,0.0,,
51.0,,125796.0,Some-college,,Married-civ-spouse,,,Black,,,Jamaica,<=50K
61.0,,101602.0,Doctorate,,Married-civ-spouse,,,White,,,United-States,>50K
,Local-gov,102628.0,,10.0,Married-civ-spouse,Other-service,Husband,,0.0,0.0,,
,Local-gov,196456.0,,14.0,Never-married,Prof-specialty,Not-in-family,,0.0,1669.0,,
24.0,,174413.0,Bachelors,,Never-married,,,White,,,United-States,<=50K
49.0,,447554.0,Bachelors,,Married-civ-spouse,,,White,,,United-States,>50K
,Private,153790.0,,9.0,Married-civ-spouse,Adm-clerical,Wife,,0.0,0.0,,
,Private,189498.0,,13.0,Married-civ-spouse,Prof-specialty,Husband,,0.0,1848.0,,
17.0,,271122.0,12th,,Never-married,,,White,,,United-States,<=50K
18.0,,149343.0,9,,Never-married,,,White,,,United-States,<=50K
,State-gov,117210.0,,10.0,Never-married,Tech-support,Own-child,,0.0,0.0,,
18.0,,233136.0,11th,,Never-married,,,White,,,United-States,<=50K
26.0,,167350.0,9,,Never-married,,,White,,,United-States,<=50K
,Self-emp-not-inc,179048.0,,9.0,Married-civ-spouse,Sales,Husband,,0.0,0.0,,
25.0,,112835.0,Masters,,Never-married,,,White,,,United-States,<=50K
53.0,,96062.0,Bachelors,,Married-civ-spouse,,,White,,,United-States,>50K
23.0,,177287.0,Some-college,,Never-married,,,White,,,United-States,<=50K
34.0,,201156.0,11th,,Never-married,,,White,,,United-States,<=50K
26.0,,171114.0,Some-college,,Never-married,,,White,,,United-States,<=50K
27.0,,220754.0,HS-grad,,Never-married,,,White,,,United-States,<=50K
26.0,,205570.0,HS-grad,,Married-civ-spouse,,,White,,,United-States,<=50K
23.0,,90729.0,11th,,Never-married,,,Other,,,United-States,<=50K
39.0,,360494.0,HS-grad,,Never-married,,,White,,,United-States,<=50K
,Self-emp-not-inc,210364.0,,9.0,Married-civ-spouse,Sales,Husband,,15024.0,0.0,,
,Self-emp-not-inc,197014.0,,9.0,Never-married,Craft-repair,Not-in-family,,0.0,0.0,,
,Private,156117.0,,11.0,Divorced,Prof-specialty,Not-in-family,,0.0,0.0,,
,Private,299047.0,,10.0,Never-married,Adm-clerical,Own-child,,0.0,0.0,,
25.0,Private,,HS-grad,6.0,Never-married,Other-service,Own-child,Black,0.0,0.0,United-States,<=50K
38.0,,216129.0,Some-college,,Married-spouse-absent,,,Black,,,United-States,<=50K
,Private,102615.0,,7.0,Divorced,Transport-moving,Not-in-family,,0.0,0.0,,
,Private,115890.0,,13.0,Married-civ-spouse,Transport-moving,Husband,,0.0,0.0,,
,Private,283913.0,,3.0,Never-married,Priv-house-serv,Not-in-family,,0.0,0.0,,
32.0,,182926.0,Masters,,Never-married,,,White,,,United-States,<=50K
43.0,,303211.0,HS-grad,,Never-married,,,White,,,United-States,<=50K
,Private,306982.0,,13.0,Married-civ-spouse,Adm-clerical,Husband,,0.0,0.0,,
,Private,213897.0,,13.0,Married-civ-spouse,Sales,Husband,,0.0,0.0,,
61.0,,198542.0,Bachelors,,Divorced,,,White,,,United-States,<=50K
,,136419.0,,6.0,Married-civ-spouse,,Husband,,0.0,0.0,,
27.0,,110073.0,Bachelors,,Never-married,,,White,,,England,>50K
33.0,,158438.0,Some-college,,Married-civ-spouse,,,White,,,United-States,>50K
21.0,,143582.0,Bachelors,,Never-married,,,Asian-Pac-Islander,,,United-States,<=50K
30.0,,167558.0,HS-grad,,Never-married,,,White,,,Mexico,<=50K
23.0,,193090.0,Bachelors,,Never-married,,,White,,,United-States,<=50K
37.0,,187046.0,Some-college,,Married-civ-spouse,,,White,,,United-States,>50K
,Private,350977.0,,9.0,Never-married,Other-service,Own-child,,0.0,0.0,,
,Self-emp-not-inc,46514.0,,9.0,Married-civ-spouse,Sales,Wife,,0.0,0.0,,
30.0,,261319.0,7th-8th,,Married-civ-spouse,,,White,,,United-States,<=50K
24.0,,321435.0,Bachelors,,Married-civ-spouse,,,White,,,United-States,>50K
,,264924.0,,10.0,Never-married,,Own-child,,0.0,0.0,,
,Private,195690.0,,9.0,Married-civ-spouse,Handlers-cleaners,Husband,,0.0,0.0,,
,,214542.0,,10.0,Never-married,,Not-in-family,,0.0,0.0,,
,Private,240841.0,,4.0,Divorced,Other-service,Unmarried,,0.0,0.0,,
,Private,143822.0,,,Married-civ-spouse,Craft-repair,Husband,,0.0,0.0,,
28.0,,38918.0,Bachelors,,Never-married,,,White,,,United-States,<=50K
,Private,262749.0,,10.0,Never-married,Machine-op-inspct,Own-child,,0.0,0.0,,
43.0,,177054.0,HS-grad,,Married-civ-spouse,,,White,,,United-States,<=50K
,Local-gov,548361.0,,13.0,Married-civ-spouse,Prof-specialty,Husband,,0.0,0.0,,
48.0,,96798.0,Masters,,Divorced,,,White,,,United-States,<=50K
25.0,,290441.0,Assoc-acdm,,Never-married,,,Black,,,United-States,<=50K
,Private,225775.0,,10.0,Never-married,Adm-clerical,Not-in-family,,0.0,0.0,,
30.0,,186346.0,Bachelors,,Never-married,,,White,,,United-States,<=50K
56.0,,206149.0,7th-8th,,Never-married,,,Black,,,United-States,<=50K
