,workclass,fnlwgt,education-num,marital-status,occupation,relationship,sex,capital-gain,capital-loss,hours-per-week
11810,Private,185870.0,13.0,Married-civ-spouse,Sales,Husband,,0.0,1902.0,
11811,Private,237581.0,4.0,Married-civ-spouse,Transport-moving,Husband,,0.0,0.0,
11812,Private,,9.0,,Craft-repair,Husband,Male,0.0,0.0,45.0
11813,Private,259109.0,12.0,Married-civ-spouse,Other-service,Wife,,0.0,0.0,
11814,Private,,4.0,,Adm-clerical,Husband,Male,0.0,0.0,40.0
11815,Private,29375.0,9.0,Separated,Sales,Not-in-family,,0.0,0.0,
11816,Local-gov,,9.0,,Craft-repair,Husband,Male,0.0,0.0,40.0
11817,Local-gov,,14.0,,Exec-managerial,Husband,Male,0.0,0.0,40.0
11818,Local-gov,163685.0,9.0,Widowed,Exec-managerial,Not-in-family,,0.0,0.0,
11819,Private,,8.0,,Adm-clerical,Not-in-family,Female,0.0,0.0,30.0
11820,Private,,14.0,,Prof-specialty,Not-in-family,Male,0.0,0.0,40.0
11821,Private,405172.0,12.0,Married-civ-spouse,Transport-moving,Husband,,0.0,0.0,
11822,Private,,10.0,,Tech-support,Not-in-family,Male,0.0,1980.0,40.0
11823,Private,,14.0,,Prof-specialty,Husband,Male,0.0,0.0,55.0
11824,Local-gov,,10.0,,Transport-moving,Husband,Male,0.0,1579.0,40.0
11825,Private,325159.0,13.0,Married-civ-spouse,Adm-clerical,Husband,,0.0,0.0,
11826,Private,151764.0,10.0,Married-civ-spouse,Exec-managerial,Husband,,0.0,0.0,
11827,Private,,8.0,,Other-service,Not-in-family,Female,0.0,0.0,48.0
11828,Private,,7.0,,Adm-clerical,Own-child,Female,0.0,0.0,15.0
11829,,,9.0,,,Husband,Male,0.0,0.0,30.0
11830,Private,218764.0,,Widowed,Prof-specialty,Unmarried,,0.0,0.0,
11831,Private,,12.0,,Other-service,Other-relative,Male,0.0,0.0,25.0
11832,Private,148900.0,13.0,Married-civ-spouse,Prof-specialty,Husband,,0.0,0.0,
11833,Private,,10.0,,Handlers-cleaners,Own-child,Male,0.0,0.0,60.0
11834,Self-emp-inc,343789.0,13.0,Married-civ-spouse,Exec-managerial,Husband,,7688.0,0.0,
11835,,70282.0,9.0,Never-married,,Not-in-family,,0.0,0.0,
11836,Private,,15.0,,Prof-specialty,Husband,Male,15024.0,0.0,45.0
11837,Private,35576.0,9.0,Widowed,Craft-repair,Not-in-family,,0.0,0.0,
11838,Never-worked,153663.0,10.0,Never-married,,Own-child,,0.0,0.0,
11839,Private,,14.0,,Transport-moving,Own-child,Male,0.0,0.0,40.0
11840,,387871.0,6.0,Never-married,,Own-child,,0.0,0.0,
11841,Private,165418.0,12.0,Married-civ-spouse,Craft-repair,Husband,,0.0,0.0,
11842,Private,202450.0,9.0,Married-civ-spouse,Craft-repair,Husband,,0.0,0.0,
11843,Private,,2.0,,Farming-fishing,Husband,Male,0.0,0.0,40.0
11844,Private,,9.0,,Adm-clerical,Own-child,Female,0.0,0.0,35.0
11845,Private,168294.0,,Married-civ-spouse,Craft-repair,Husband,,0.0,0.0,
11846,Private,37302.0,12.0,Married-civ-spouse,Machine-op-inspct,Husband,,0.0,0.0,
11847,Private,,,,Other-service,Own-child,Female,0.0,0.0,35.0
11848,Private,105244.0,10.0,Never-married,Handlers-cleaners,Not-in-family,,0.0,0.0,
11849,Private,,4.0,,Craft-repair,Husband,Male,2635.0,0.0,38.0
11850,,,10.0,,,Own-child,Male,0.0,0.0,22.0
11851,Private,,7.0,,Adm-clerical,Own-child,Female,0.0,0.0,20.0
11852,Private,254767.0,7.0,Never-married,Sales,Own-child,,0.0,0.0,
11853,Private,155489.0,10.0,Married-civ-spouse,Sales,Husband,,0.0,0.0,
11854,Private,109969.0,7.0,Divorced,Other-service,Other-relative,,0.0,0.0,
11855,Self-emp-not-inc,,4.0,,Farming-fishing,Husband,Male,4508.0,0.0,40.0
11856,Self-emp-inc,,10.0,,Sales,Husband,Male,0.0,0.0,60.0
11857,,389182.0,9.0,Divorced,,Not-in-family,,0.0,0.0,
11858,Private,,11.0,,Exec-managerial,Not-in-family,Male,8614.0,0.0,40.0
11859,Private,,10.0,,Adm-clerical,Not-in-family,Male,0.0,2205.0,24.0
11860,Federal-gov,301010.0,10.0,Never-married,Armed-Forces,Not-in-family,,0.0,0.0,
11861,Private,,4.0,,Farming-fishing,Own-child,Female,0.0,0.0,38.0
11862,Private,31166.0,9.0,Divorced,Prof-specialty,Not-in-family,,0.0,0.0,
11863,Private,,13.0,,Adm-clerical,Not-in-family,Female,0.0,0.0,40.0
11864,Private,316820.0,4.0,Married-civ-spouse,Sales,Husband,,4064.0,0.0,
11865,Private,,13.0,,Sales,Husband,Male,0.0,0.0,20.0
11866,Self-emp-not-inc,140583.0,14.0,Married-civ-spouse,Farming-fishing,Husband,,0.0,0.0,
11867,State-gov,61710.0,10.0,Never-married,Other-service,Own-child,,0.0,0.0,
11868,Private,,10.0,,Other-service,Own-child,Female,0.0,0.0,40.0
11869,Federal-gov,,9.0,,Exec-managerial,Not-in-family,Female,0.0,0.0,58.0
11870,Private,169071.0,10.0,Divorced,Other-service,Not-in-family,,0.0,0.0,
11871,Private,185129.0,13.0,Divorced,Tech-support,Own-child,,0.0,0.0,
11872,Private,,13.0,,Other-service,Husband,Male,0.0,0.0,40.0
11873,Private,175883.0,9.0,Never-married,Adm-clerical,Own-child,,0.0,0.0,
11874,Private,257756.0,9.0,Married-civ-spouse,Prof-specialty,Wife,,0.0,0.0,
11875,Local-gov,162919.0,10.0,Never-married,Adm-clerical,Not-in-family,,0.0,0.0,
11876,Private,,10.0,,Machine-op-inspct,Not-in-family,Male,3325.0,0.0,45.0
11877,Private,148581.0,9.0,Married-civ-spouse,Craft-repair,Husband,,0.0,1740.0,
11878,State-gov,,9.0,,Sales,Husband,Male,0.0,0.0,40.0
11879,Private,,11.0,,Other-service,Not-in-family,Female,0.0,0.0,24.0
11880,Local-gov,,13.0,,Prof-specialty,Other-relative,Female,0.0,0.0,60.0
11881,Private,215895.0,13.0,Never-married,Exec-managerial,Own-child,,0.0,0.0,
11882,Self-emp-not-inc,,9.0,,Exec-managerial,Husband,Male,0.0,0.0,40.0
11883,Private,,9.0,,Other-service,Not-in-family,Male,0.0,0.0,40.0
11884,Private,,10.0,,Handlers-cleaners,Own-child,Male,0.0,0.0,10.0
11885,Private,286970.0,13.0,Married-civ-spouse,Adm-clerical,Husband,,0.0,0.0,
11886,Private,77313.0,13.0,Never-married,Exec-managerial,Not-in-family,,0.0,0.0,
11887,Local-gov,,9.0,,Craft-repair,Husband,Male,0.0,0.0,40.0
11888,Self-emp-not-inc,43434.0,13.0,Never-married,Exec-managerial,Not-in-family,,0.0,0.0,
11889,Private,,10.0,,Adm-clerical,Husband,Male,0.0,0.0,40.0
11890,Federal-gov,,13.0,,Exec-managerial,Husband,Male,7688.0,0.0,40.0
11891,Private,,9.0,,Machine-op-inspct,Own-child,Female,0.0,0.0,40.0
11892,Private,,13.0,,Handlers-cleaners,Own-child,Male,0.0,0.0,30.0
11893,Private,100579.0,11.0,Divorced,Exec-managerial,Not-in-family,,0.0,0.0,
11894,Private,,9.0,,Craft-repair,Husband,Male,0.0,0.0,40.0
11895,Private,171852.0,13.0,Separated,Prof-specialty,Own-child,,0.0,0.0,
11896,Private,230684.0,13.0,Married-civ-spouse,Exec-managerial,Husband,,7688.0,0.0,
11897,Private,,12.0,,Craft-repair,Not-in-family,Male,0.0,0.0,40.0
11898,Private,154076.0,9.0,Married-civ-spouse,Craft-repair,Husband,,0.0,0.0,
11899,Private,,13.0,,Tech-support,Own-child,Male,0.0,0.0,40.0
11900,Private,30529.0,13.0,Married-civ-spouse,Exec-managerial,Husband,,0.0,1887.0,
11901,Private,,7.0,,Craft-repair,Husband,Male,0.0,0.0,45.0
11902,Private,152035.0,9.0,Never-married,Adm-clerical,Own-child,,0.0,0.0,
11903,Private,280134.0,6.0,Never-married,Sales,Not-in-family,,0.0,0.0,
11904,,202683.0,13.0,Never-married,,Not-in-family,,0.0,0.0,
11905,Self-emp-inc,165881.0,15.0,Married-civ-spouse,Prof-specialty,Husband,,0.0,0.0,
11906,Federal-gov,218445.0,10.0,Never-married,Exec-managerial,Not-in-family,,0.0,0.0,
11907,Local-gov,,11.0,,Protective-serv,Not-in-family,Female,0.0,0.0,60.0
11908,Private,152307.0,13.0,Never-married,Prof-specialty,Not-in-family,,0.0,0.0,
11909,State-gov,22211.0,9.0,Divorced,Exec-managerial,Not-in-family,,0.0,0.0,
11910,Private,,9.0,,Adm-clerical,Unmarried,Female,0.0,0.0,40.0
11911,Private,105821.0,9.0,Married-civ-spouse,Exec-managerial,Husband,,5178.0,0.0,
11912,Private,179869.0,9.0,Married-civ-spouse,Craft-repair,Husband,,0.0,0.0,
11913,Private,,10.0,,Adm-clerical,Husband,Male,0.0,0.0,50.0
11914,Private,176321.0,10.0,Never-married,Adm-clerical,Unmarried,,0.0,0.0,
11915,Private,,14.0,,Exec-managerial,Husband,Male,0.0,0.0,35.0
11916,Private,,13.0,,Exec-managerial,Not-in-family,Female,0.0,0.0,40.0
11917,Private,,10.0,,Other-service,Own-child,Female,0.0,0.0,50.0
11918,Private,,9.0,,Other-service,Own-child,Female,0.0,0.0,25.0
11919,Private,,13.0,,Farming-fishing,Own-child,Male,0.0,0.0,50.0
11920,State-gov,205153.0,14.0,Married-civ-spouse,Exec-managerial,Husband,,0.0,0.0,
11921,Self-emp-not-inc,,3.0,,Exec-managerial,Husband,Male,0.0,1887.0,67.0
11922,Private,140849.0,9.0,Widowed,Other-service,Not-in-family,,0.0,0.0,
11923,Private,,15.0,,Prof-specialty,Not-in-family,Female,0.0,0.0,45.0
11924,Private,,4.0,,Craft-repair,Husband,Male,7688.0,0.0,40.0
11925,Private,174478.0,6.0,Never-married,Other-service,Not-in-family,,0.0,0.0,
11926,Private,,10.0,,Adm-clerical,Unmarried,Female,0.0,0.0,38.0
11927,Private,,9.0,,Exec-managerial,Unmarried,Female,0.0,0.0,40.0
11928,Private,167728.0,13.0,Married-civ-spouse,Exec-managerial,Husband,,0.0,0.0,
11929,Private,,10.0,,Protective-serv,Not-in-family,Female,99999.0,0.0,40.0
11930,Private,,10.0,,Machine-op-inspct,Own-child,Male,0.0,0.0,25.0
11931,Private,,4.0,,Other-service,Unmarried,Female,0.0,0.0,38.0
11932,Self-emp-not-inc,,10.0,,Prof-specialty,Own-child,Female,0.0,0.0,15.0
11933,Private,329288.0,9.0,Married-civ-spouse,Machine-op-inspct,Husband,,4386.0,0.0,
11934,Local-gov,,16.0,,Exec-managerial,Husband,Male,0.0,1887.0,50.0
11935,Private,53513.0,13.0,Never-married,Exec-managerial,Own-child,,0.0,0.0,
11936,Private,,10.0,,Exec-managerial,Husband,Male,15024.0,0.0,45.0
11937,Private,228535.0,12.0,Married-civ-spouse,Prof-specialty,Husband,,7298.0,0.0,
11938,Private,,9.0,,Transport-moving,Husband,Male,0.0,0.0,70.0
11939,Federal-gov,182863.0,13.0,Separated,Tech-support,Unmarried,,0.0,0.0,
11940,Self-emp-inc,,9.0,,Sales,Husband,Male,0.0,0.0,68.0
11941,Private,139743.0,9.0,Separated,Adm-clerical,Not-in-family,,0.0,0.0,
11942,Private,82676.0,9.0,Divorced,Transport-moving,Not-in-family,,0.0,0.0,
11943,Private,303692.0,16.0,Divorced,Prof-specialty,Not-in-family,,0.0,0.0,
11944,Private,120270.0,11.0,Married-civ-spouse,Sales,Husband,,0.0,0.0,
11945,Self-emp-not-inc,111971.0,9.0,Married-civ-spouse,Craft-repair,Husband,,0.0,0.0,
11946,Local-gov,,10.0,,Protective-serv,Unmarried,Female,0.0,0.0,40.0
11947,Private,29732.0,13.0,Married-civ-spouse,Prof-specialty,Wife,,0.0,0.0,
11948,Private,,6.0,,Sales,Unmarried,Female,0.0,0.0,35.0
11949,Private,,9.0,,Other-service,Not-in-family,Female,0.0,0.0,25.0
11950,Private,,9.0,,Protective-serv,Husband,Male,0.0,0.0,40.0
11951,Private,,9.0,,Other-service,Unmarried,Female,0.0,0.0,40.0
11952,,,9.0,,,Husband,Male,0.0,0.0,25.0
11953,Private,,13.0,,Exec-managerial,Not-in-family,Female,0.0,0.0,35.0
11954,Private,,9.0,,Transport-moving,Not-in-family,Male,0.0,0.0,40.0
11955,Private,90752.0,13.0,Married-civ-spouse,Adm-clerical,Wife,,0.0,0.0,
11956,,,14.0,,,Husband,Male,0.0,0.0,40.0
11957,Private,,9.0,,Other-service,Husband,Male,0.0,0.0,40.0
11958,Private,,9.0,,Other-service,Unmarried,Male,0.0,0.0,40.0
11959,Private,,9.0,,Sales,Not-in-family,Male,0.0,0.0,40.0
11960,Private,226267.0,12.0,Married-civ-spouse,Sales,Husband,,0.0,0.0,
11961,Private,29828.0,9.0,Married-civ-spouse,Transport-moving,Husband,,0.0,0.0,
11962,Private,,9.0,,Machine-op-inspct,Unmarried,Female,0.0,0.0,40.0
11963,Private,,10.0,,Handlers-cleaners,Not-in-family,Male,0.0,0.0,40.0
11964,Private,,11.0,,Adm-clerical,Not-in-family,Female,0.0,0.0,40.0
11965,Private,,3.0,,Handlers-cleaners,Husband,Male,0.0,0.0,40.0
11966,Private,34173.0,13.0,Married-civ-spouse,Machine-op-inspct,Wife,,0.0,0.0,
11967,Private,,10.0,,Handlers-cleaners,Not-in-family,Male,0.0,0.0,30.0
11968,Federal-gov,24153.0,6.0,Married-civ-spouse,Other-service,Wife,,0.0,0.0,
11969,Private,,8.0,,Handlers-cleaners,Not-in-family,Male,0.0,0.0,40.0
11970,Private,,9.0,,Adm-clerical,Own-child,Female,0.0,0.0,35.0
11971,Private,139907.0,6.0,Never-married,Handlers-cleaners,Unmarried,,0.0,0.0,
11972,,65372.0,10.0,Divorced,,Unmarried,,0.0,0.0,
11973,Private,256908.0,13.0,Married-civ-spouse,Tech-support,Husband,,0.0,0.0,
11974,Private,199362.0,9.0,Married-civ-spouse,Other-service,Husband,,0.0,0.0,
11975,Private,,11.0,,Tech-support,Husband,Male,0.0,0.0,50.0
11976,Self-emp-not-inc,,9.0,,Craft-repair,Husband,Male,0.0,0.0,60.0
11977,Self-emp-not-inc,240013.0,14.0,Married-civ-spouse,Sales,Husband,,0.0,0.0,
11978,Private,294919.0,10.0,Divorced,Transport-moving,Not-in-family,,0.0,0.0,
11979,,37030.0,12.0,Never-married,,Own-child,,0.0,0.0,
11980,Private,,10.0,,Other-service,Own-child,Male,0.0,0.0,20.0
11981,Private,203070.0,10.0,Separated,Adm-clerical,Own-child,,0.0,0.0,
11982,Federal-gov,526528.0,10.0,Never-married,Adm-clerical,Unmarried,,3887.0,0.0,
11983,State-gov,213296.0,13.0,Widowed,Adm-clerical,Not-in-family,,0.0,0.0,
11984,Private,373403.0,13.0,Married-civ-spouse,Prof-specialty,Husband,,0.0,0.0,
11985,Private,105803.0,10.0,Married-civ-spouse,Craft-repair,Husband,,0.0,0.0,
11986,Private,157043.0,7.0,Divorced,Other-service,Not-in-family,,0.0,0.0,
11987,Self-emp-not-inc,,12.0,,Craft-repair,Husband,Male,0.0,0.0,30.0
11988,Private,346909.0,9.0,Married-civ-spouse,Craft-repair,Husband,,0.0,0.0,
11989,Federal-gov,,10.0,,Adm-clerical,Not-in-family,Female,0.0,0.0,25.0
11990,Private,314823.0,9.0,Never-married,Sales,Own-child,,0.0,0.0,
11991,Private,,13.0,,Exec-managerial,Husband,Male,0.0,0.0,40.0
11992,Private,,13.0,,Prof-specialty,Wife,Female,0.0,0.0,48.0
11993,Private,379412.0,9.0,Married-civ-spouse,Craft-repair,Husband,,0.0,0.0,
11994,Private,350995.0,8.0,Never-married,Other-service,Own-child,,0.0,0.0,
11995,Private,184224.0,9.0,Never-married,Transport-moving,Own-child,,0.0,0.0,
11996,Private,276096.0,9.0,Married-civ-spouse,Machine-op-inspct,Husband,,0.0,0.0,
11997,Private,25955.0,11.0,Never-married,Prof-specialty,Unmarried,,0.0,0.0,
11998,Private,241765.0,7.0,Divorced,Handlers-cleaners,Not-in-family,,0.0,0.0,
11999,Federal-gov,89083.0,11.0,Married-civ-spouse,Tech-support,Husband,,0.0,0.0,
12000,Private,195520.0,10.0,Never-married,Transport-moving,Own-child,,0.0,0.0,
12001,Self-emp-not-inc,,11.0,,Exec-managerial,Husband,Male,0.0,0.0,40.0
12002,Private,251196.0,10.0,Never-married,Protective-serv,Own-child,,0.0,0.0,
12003,Private,88055.0,10.0,Married-civ-spouse,Adm-clerical,Husband,,0.0,0.0,
12004,Private,,10.0,,Adm-clerical,Own-child,Female,0.0,2001.0,40.0
12005,Private,,9.0,,Machine-op-inspct,Husband,Male,0.0,0.0,40.0
12006,Private,159123.0,10.0,Married-civ-spouse,Adm-clerical,Husband,,0.0,0.0,
12007,Local-gov,,9.0,,Transport-moving,Wife,Female,5178.0,0.0,40.0
12008,Private,,9.0,,Craft-repair,Husband,Male,0.0,0.0,35.0
12009,,,14.0,,,Husband,Male,0.0,0.0,40.0
12010,Federal-gov,196386.0,12.0,Married-civ-spouse,Adm-clerical,Husband,,4064.0,0.0,
12011,Self-emp-not-inc,,11.0,,Sales,Husband,Male,0.0,0.0,48.0
12012,Private,,6.0,,Handlers-cleaners,Not-in-family,Male,0.0,0.0,40.0
12013,State-gov,56841.0,14.0,Married-civ-spouse,Exec-managerial,Husband,,0.0,0.0,
12014,Private,,9.0,,Sales,Not-in-family,Female,0.0,1590.0,40.0
12015,Local-gov,265698.0,13.0,Married-civ-spouse,Prof-specialty,Wife,,0.0,0.0,
12016,Private,,4.0,,Craft-repair,Husband,Male,0.0,0.0,40.0
12017,Private,344176.0,9.0,Never-married,Sales,Unmarried,,0.0,0.0,
12018,State-gov,43716.0,10.0,Married-civ-spouse,Craft-repair,Husband,,0.0,0.0,
12019,Private,,10.0,,Handlers-cleaners,Husband,Male,0.0,0.0,20.0
12020,Private,315640.0,14.0,Never-married,Prof-specialty,Not-in-family,,0.0,0.0,
12021,Private,,9.0,,Transport-moving,Husband,Male,0.0,0.0,60.0
12022,Private,93977.0,9.0,Married-civ-spouse,Machine-op-inspct,Husband,,0.0,0.0,
12023,State-gov,269417.0,16.0,Never-married,Exec-managerial,Not-in-family,,0.0,2258.0,
12024,Local-gov,172822.0,11.0,Never-married,Protective-serv,Not-in-family,,0.0,0.0,
12025,Self-emp-inc,180955.0,3.0,Married-civ-spouse,Sales,Husband,,0.0,0.0,
12026,Federal-gov,,12.0,,Prof-specialty,Husband,Male,0.0,0.0,40.0
12027,Private,107231.0,12.0,Married-civ-spouse,Craft-repair,Husband,,0.0,0.0,
12028,Local-gov,,13.0,,Adm-clerical,Husband,Male,0.0,0.0,45.0
12029,Self-emp-not-inc,,9.0,,Craft-repair,Husband,Male,0.0,0.0,35.0
12030,Private,109456.0,13.0,Never-married,Sales,Own-child,,0.0,0.0,
12031,State-gov,190577.0,13.0,Never-married,Prof-specialty,Own-child,,0.0,0.0,
12032,Private,,9.0,,Handlers-cleaners,Husband,Male,0.0,0.0,40.0
12033,Private,,9.0,,Tech-support,Not-in-family,Female,0.0,0.0,36.0
12034,Private,,9.0,,Other-service,Not-in-family,Male,0.0,0.0,40.0
12035,Self-emp-not-inc,103277.0,8.0,Married-civ-spouse,Adm-clerical,Wife,,4508.0,0.0,
12036,Private,,4.0,,Machine-op-inspct,Unmarried,Male,0.0,0.0,60.0
12037,Private,,9.0,,Craft-repair,Husband,Male,0.0,0.0,40.0
12038,Private,,9.0,,Exec-managerial,Unmarried,Female,0.0,0.0,40.0
12039,,34235.0,9.0,Widowed,,Not-in-family,,2964.0,0.0,
12040,Self-emp-inc,183870.0,,Married-civ-spouse,Transport-moving,Wife,,0.0,0.0,
12041,Private,,9.0,,Craft-repair,Husband,Male,0.0,0.0,40.0
12042,Private,,9.0,,Other-service,Not-in-family,Male,0.0,0.0,40.0
12043,Self-emp-not-inc,226497.0,10.0,Married-civ-spouse,Sales,Husband,,0.0,0.0,
12044,Self-emp-inc,233149.0,12.0,Married-civ-spouse,Transport-moving,Husband,,0.0,0.0,
12045,,,14.0,,,Husband,Male,0.0,0.0,8.0
12046,Federal-gov,311671.0,11.0,Married-civ-spouse,Protective-serv,Husband,,3908.0,0.0,
12047,Private,,9.0,,Exec-managerial,Unmarried,Female,0.0,0.0,29.0
12048,,,9.0,,,Own-child,Male,0.0,0.0,15.0
12049,State-gov,,9.0,,Other-service,Own-child,Male,0.0,0.0,40.0
12050,Self-emp-inc,154174.0,13.0,Married-civ-spouse,Exec-managerial,Husband,,0.0,0.0,
12051,Self-emp-inc,115487.0,10.0,Divorced,Exec-managerial,Not-in-family,,0.0,0.0,
12052,Private,,12.0,,Prof-specialty,Not-in-family,Male,0.0,0.0,50.0
12053,Private,79646.0,7.0,Married-civ-spouse,Farming-fishing,Husband,,0.0,0.0,
12054,Private,248476.0,9.0,Married-civ-spouse,Craft-repair,Husband,,0.0,0.0,
12055,Private,,11.0,,Handlers-cleaners,Husband,Male,0.0,0.0,40.0
12056,Private,38918.0,9.0,Never-married,Transport-moving,Not-in-family,,0.0,1876.0,
12057,Self-emp-not-inc,,5.0,,Farming-fishing,Other-relative,Female,0.0,0.0,40.0
12058,Private,,13.0,,Exec-managerial,Husband,Male,15024.0,0.0,50.0
12059,Private,328167.0,9.0,Never-married,Other-service,Own-child,,0.0,0.0,
12060,Self-emp-not-inc,165017.0,15.0,Married-civ-spouse,Prof-specialty,Husband,,0.0,0.0,
12061,Private,187821.0,9.0,Married-civ-spouse,Machine-op-inspct,Husband,,2885.0,0.0,
12062,Private,52724.0,9.0,Divorced,Adm-clerical,Unmarried,,0.0,0.0,
12063,Self-emp-not-inc,,10.0,,Exec-managerial,Husband,Male,0.0,0.0,48.0
12064,Private,,9.0,,Craft-repair,Husband,Male,0.0,0.0,40.0
12065,Self-emp-inc,,10.0,,Craft-repair,Husband,Male,5013.0,0.0,60.0
12066,Private,301352.0,9.0,Married-civ-spouse,Craft-repair,Husband,,0.0,0.0,
12067,Local-gov,,13.0,,Prof-specialty,Not-in-family,Female,0.0,0.0,38.0
12068,,,9.0,,,Husband,Male,0.0,0.0,40.0
12069,Private,,10.0,,Adm-clerical,Husband,Male,0.0,0.0,40.0
12070,Private,52781.0,13.0,Married-civ-spouse,Prof-specialty,Husband,,7688.0,0.0,
12071,Private,105043.0,10.0,Never-married,Adm-clerical,Unmarried,,0.0,0.0,
12072,Private,116878.0,3.0,Married-civ-spouse,Machine-op-inspct,Husband,,0.0,0.0,
12073,Private,106748.0,4.0,Married-civ-spouse,Other-service,Wife,,0.0,0.0,
12074,Private,,6.0,,Sales,Own-child,Female,0.0,0.0,35.0
12075,Private,,9.0,,Other-service,Not-in-family,Female,0.0,0.0,25.0
12076,Private,,10.0,,Adm-clerical,Not-in-family,Female,0.0,0.0,40.0
12077,State-gov,,15.0,,Prof-specialty,Husband,Male,0.0,0.0,60.0
12078,Self-emp-not-inc,,14.0,,Exec-managerial,Not-in-family,Male,0.0,0.0,50.0
12079,Local-gov,285060.0,14.0,Married-civ-spouse,Exec-managerial,Husband,,0.0,1977.0,
12080,Private,125279.0,9.0,Married-spouse-absent,Sales,Unmarried,,0.0,0.0,
12081,Private,217006.0,7.0,Married-civ-spouse,Craft-repair,Husband,,0.0,0.0,
12082,Private,106153.0,9.0,Never-married,Craft-repair,Not-in-family,,0.0,0.0,
12083,Local-gov,62020.0,9.0,Widowed,Craft-repair,Not-in-family,,0.0,0.0,
12084,Private,,13.0,,Prof-specialty,Husband,Male,0.0,0.0,55.0
12085,Private,,9.0,,Transport-moving,Unmarried,Male,0.0,0.0,40.0
12086,,333304.0,9.0,Never-married,,,Male,,0.0,50.0
12087,,,10.0,,,Own-child,Male,0.0,0.0,40.0
12088,Private,212506.0,10.0,Divorced,Adm-clerical,Unmarried,,0.0,0.0,
12089,Private,,12.0,,Craft-repair,Not-in-family,Male,0.0,0.0,40.0
12090,Self-emp-not-inc,,4.0,,Farming-fishing,Husband,Male,0.0,0.0,40.0
12091,Self-emp-not-inc,41017.0,,Married-civ-spouse,Transport-moving,Husband,,0.0,0.0,
12092,Private,506436.0,10.0,Divorced,Sales,Unmarried,,0.0,0.0,
12093,Private,,9.0,,Sales,Unmarried,Male,0.0,0.0,40.0
12094,Private,113838.0,13.0,Widowed,Prof-specialty,Not-in-family,,4650.0,0.0,
12095,Private,,,,Craft-repair,Husband,Male,0.0,0.0,40.0
12096,Private,,9.0,,Craft-repair,Husband,Male,0.0,0.0,45.0
12097,Private,243660.0,9.0,Married-civ-spouse,Machine-op-inspct,Husband,,0.0,0.0,
12098,Self-emp-inc,,14.0,,Exec-managerial,Husband,Male,0.0,2392.0,50.0
12099,Private,,9.0,,Adm-clerical,Own-child,Female,0.0,0.0,35.0
12100,Local-gov,,10.0,,Protective-serv,Husband,Male,0.0,0.0,40.0
12101,Private,,9.0,,Machine-op-inspct,Not-in-family,Female,0.0,0.0,40.0
12102,Private,,9.0,,Craft-repair,Husband,Male,0.0,0.0,50.0
12103,State-gov,119578.0,13.0,Never-married,Prof-specialty,Unmarried,,0.0,0.0,
12104,Private,,7.0,,Handlers-cleaners,Husband,Male,0.0,0.0,20.0
12105,Private,,4.0,,Farming-fishing,Own-child,Male,0.0,0.0,50.0
12106,Private,305647.0,12.0,Married-civ-spouse,Adm-clerical,Husband,,0.0,0.0,
12107,Private,493034.0,9.0,Never-married,Other-service,Own-child,,0.0,0.0,
12108,Private,,2.0,,Other-service,Other-relative,Male,0.0,0.0,40.0
12109,State-gov,290677.0,14.0,Never-married,Adm-clerical,Not-in-family,,0.0,0.0,
12110,Self-emp-inc,99554.0,13.0,Divorced,Sales,Not-in-family,,0.0,0.0,
12111,Private,,10.0,,Craft-repair,Not-in-family,Male,0.0,0.0,40.0
12112,Private,,10.0,,Sales,Not-in-family,Female,0.0,0.0,35.0
12113,Private,197397.0,10.0,Married-civ-spouse,Prof-specialty,Wife,,0.0,0.0,
12114,Private,110677.0,10.0,Married-civ-spouse,Other-service,Other-relative,,0.0,0.0,
12115,Private,,9.0,,Craft-repair,Husband,Male,0.0,0.0,60.0
12116,Private,220454.0,9.0,Never-married,Machine-op-inspct,Own-child,,0.0,0.0,
12117,Private,,7.0,,Craft-repair,Husband,Male,0.0,0.0,40.0
12118,Self-emp-not-inc,48553.0,10.0,Married-civ-spouse,Craft-repair,Husband,,0.0,0.0,
12119,Private,,10.0,,Other-service,Not-in-family,Female,0.0,0.0,40.0
12120,Private,478315.0,13.0,Never-married,Prof-specialty,Own-child,,0.0,0.0,
12121,Private,,9.0,,Craft-repair,Husband,Male,0.0,0.0,55.0
12122,Private,,10.0,,Tech-support,Own-child,Male,2176.0,0.0,20.0
12123,Self-emp-not-inc,,9.0,,Craft-repair,Not-in-family,Male,0.0,0.0,50.0
12124,Local-gov,,10.0,,Adm-clerical,Husband,Male,0.0,0.0,40.0
12125,Federal-gov,,10.0,,Adm-clerical,Unmarried,Female,0.0,0.0,15.0
12126,Private,99434.0,9.0,Married-civ-spouse,Other-service,Wife,,0.0,0.0,
12127,Private,259873.0,10.0,Married-civ-spouse,Exec-managerial,Husband,,0.0,0.0,
12128,Local-gov,197932.0,10.0,Never-married,Adm-clerical,Own-child,,0.0,0.0,
12129,Private,,10.0,,Other-service,Own-child,Male,2176.0,0.0,25.0
12130,Private,,13.0,,Prof-specialty,Not-in-family,Female,8614.0,0.0,48.0
12131,Private,178596.0,9.0,Divorced,Craft-repair,Unmarried,,0.0,1408.0,
12132,Local-gov,,10.0,,Protective-serv,Other-relative,Male,0.0,0.0,40.0
12133,Private,,6.0,,Machine-op-inspct,Husband,Male,0.0,0.0,40.0
12134,,23275.0,6.0,Married-civ-spouse,,Husband,,0.0,0.0,
