,age,workclass,fnlwgt,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week
19701,,Private,,,9.0,,Machine-op-inspct,Husband,,Male,0.0,0.0,50.0
19702,,Private,56774.0,,9.0,Never-married,Craft-repair,Own-child,,,0.0,0.0,
19703,,Private,,,9.0,,Machine-op-inspct,Husband,,Male,0.0,0.0,40.0
19704,36.0,,58343.0,Bachelors,13.0,,,,White,,3103.0,0.0,
19705,,Private,,,10.0,,Prof-specialty,Husband,,Male,0.0,0.0,40.0
19706,,Private,115932.0,,12.0,Married-civ-spouse,Prof-specialty,Husband,,,0.0,0.0,
19707,,Private,,,12.0,,Other-service,Unmarried,,Female,0.0,0.0,40.0
19708,,Private,92462.0,,12.0,Never-married,Sales,Unmarried,,,0.0,0.0,
19709,52.0,,148509.0,10th,6.0,,,,Asian-Pac-Islander,,0.0,0.0,
19710,36.0,,201769.0,11th,7.0,,,,Black,,13550.0,0.0,
19711,,Federal-gov,106910.0,,9.0,Never-married,Transport-moving,Unmarried,,,0.0,0.0,
19712,47.0,,216999.0,Bachelors,13.0,,,,White,,0.0,0.0,
19713,25.0,,557082.0,HS-grad,9.0,,,,White,,0.0,0.0,
19714,30.0,,188798.0,Some-college,10.0,,,,White,,0.0,0.0,
19715,24.0,,126822.0,HS-grad,9.0,,,,White,,0.0,0.0,
19716,,Private,103200.0,,14.0,Married-spouse-absent,Prof-specialty,Not-in-family,,,0.0,0.0,
19717,,Federal-gov,,,13.0,,Exec-managerial,Not-in-family,,Female,2174.0,0.0,40.0
19718,20.0,,224640.0,Some-college,10.0,,,,White,,0.0,0.0,
19719,,Private,,,7.0,,Sales,Own-child,,Male,0.0,0.0,18.0
19720,,Private,172246.0,,7.0,Married-civ-spouse,Transport-moving,Husband,,,0.0,0.0,
19721,,State-gov,122177.0,,10.0,Married-civ-spouse,Machine-op-inspct,Husband,,,0.0,0.0,
19722,68.0,,81468.0,HS-grad,9.0,,,,White,,0.0,0.0,
19723,,Private,,,9.0,,Adm-clerical,Own-child,,Female,0.0,0.0,38.0
19724,,Private,148645.0,,9.0,Never-married,Machine-op-inspct,Own-child,,,0.0,0.0,
19725,,State-gov,60949.0,,14.0,Never-married,Prof-specialty,Not-in-family,,,0.0,0.0,
19726,,Private,,,10.0,,Craft-repair,Husband,,Male,0.0,1485.0,47.0
19727,,Private,,,9.0,,Sales,Unmarried,,Female,0.0,0.0,30.0
19728,19.0,,693066.0,12th,8.0,,,,White,,0.0,0.0,
19729,,Self-emp-not-inc,,,7.0,,Prof-specialty,Not-in-family,,Female,0.0,0.0,3.0
19730,,Private,194141.0,,9.0,Divorced,Machine-op-inspct,Own-child,,,0.0,0.0,
19731,24.0,,116358.0,HS-grad,9.0,,,,Asian-Pac-Islander,,0.0,2339.0,
19732,,Self-emp-not-inc,,,9.0,,Adm-clerical,Unmarried,,Female,0.0,0.0,20.0
19733,,Local-gov,100883.0,,4.0,Married-civ-spouse,Other-service,Husband,,,0.0,0.0,
19734,,Private,36999.0,,10.0,Divorced,Craft-repair,Not-in-family,,,3325.0,0.0,
19735,,Private,128132.0,,9.0,Married-civ-spouse,Sales,Husband,,,0.0,0.0,
19736,,Private,386036.0,,10.0,Never-married,Transport-moving,Not-in-family,,,0.0,0.0,
19737,,Private,,,10.0,,Sales,Wife,,Female,0.0,0.0,25.0
19738,75.0,,218521.0,Some-college,10.0,,,,White,,0.0,0.0,
19739,,Private,102976.0,,9.0,Divorced,Exec-managerial,Not-in-family,,,0.0,0.0,
19740,22.0,,293136.0,Some-college,10.0,,,,White,,0.0,0.0,
19741,44.0,,171424.0,Some-college,10.0,,,,White,,0.0,2205.0,
19742,,Private,206052.0,,9.0,Married-civ-spouse,Craft-repair,Husband,,,0.0,0.0,
19743,,Private,,,10.0,,Adm-clerical,Wife,,Female,7298.0,0.0,40.0
19744,,Private,,,9.0,,Transport-moving,Unmarried,,Female,0.0,0.0,40.0
19745,,Private,,,9.0,,Craft-repair,Unmarried,,Male,0.0,0.0,99.0
19746,42.0,,296982.0,Some-college,10.0,,,,White,,0.0,0.0,
19747,,Private,,,10.0,,Adm-clerical,Unmarried,,Female,0.0,0.0,40.0
19748,18.0,,115815.0,11th,7.0,,,,White,,0.0,0.0,
19749,,Private,,,13.0,,Sales,Husband,,Male,0.0,0.0,50.0
19750,,State-gov,345712.0,,9.0,Married-civ-spouse,Exec-managerial,Husband,,,0.0,0.0,
19751,,Private,96552.0,,10.0,Divorced,Machine-op-inspct,Own-child,,,0.0,0.0,
19752,,Private,,,4.0,,Machine-op-inspct,Not-in-family,,Female,0.0,0.0,18.0
19753,17.0,,318025.0,HS-grad,9.0,,,,White,,0.0,0.0,
19754,42.0,,529216.0,HS-grad,9.0,,,,Black,,0.0,0.0,
19755,40.0,,309311.0,HS-grad,9.0,,,,White,,0.0,0.0,
19756,,,334585.0,,6.0,Married-civ-spouse,,Wife,,,0.0,0.0,
19757,,Private,268222.0,,9.0,Separated,Handlers-cleaners,Unmarried,,,0.0,0.0,
19758,,Self-emp-not-inc,263925.0,,13.0,Married-civ-spouse,Sales,Husband,,,0.0,0.0,
19759,,Private,177287.0,,9.0,Never-married,Exec-managerial,Own-child,,,0.0,0.0,
19760,36.0,,156084.0,HS-grad,9.0,,,,White,,0.0,0.0,
19761,,Private,,,13.0,,Prof-specialty,Husband,,Male,0.0,0.0,40.0
19762,51.0,,508891.0,HS-grad,9.0,,,,Black,,0.0,0.0,
19763,,Self-emp-not-inc,,,9.0,,Exec-managerial,Wife,,Female,0.0,0.0,36.0
19764,61.0,,160942.0,Masters,14.0,,,,White,,3103.0,0.0,
19765,,Private,89172.0,,13.0,Married-civ-spouse,Craft-repair,Husband,,,0.0,0.0,
19766,,State-gov,201117.0,,9.0,Never-married,Adm-clerical,Own-child,,,0.0,0.0,
19767,,Private,,,10.0,,Exec-managerial,Not-in-family,,Male,0.0,0.0,50.0
19768,39.0,,172927.0,Assoc-acdm,12.0,,,,White,,15024.0,0.0,
19769,54.0,,109418.0,Bachelors,13.0,,,,White,,0.0,1977.0,
19770,,State-gov,,,12.0,,Adm-clerical,Own-child,,Female,0.0,0.0,45.0
19771,,Private,288229.0,,13.0,Never-married,Adm-clerical,Own-child,,,0.0,0.0,
19772,,Local-gov,,,13.0,,Prof-specialty,Wife,,Female,0.0,0.0,40.0
19773,,Self-emp-inc,,,14.0,,Exec-managerial,Not-in-family,,Female,27828.0,0.0,35.0
19774,,Private,366757.0,,9.0,Married-civ-spouse,Craft-repair,Husband,,,0.0,0.0,
19775,,State-gov,183486.0,,11.0,Divorced,Prof-specialty,Unmarried,,,0.0,0.0,
19776,44.0,,33068.0,12th,8.0,,,,White,,0.0,0.0,
19777,,Private,163265.0,,5.0,Never-married,Machine-op-inspct,Not-in-family,,,0.0,0.0,
19778,,Private,,,10.0,,Exec-managerial,Not-in-family,,Female,0.0,0.0,40.0
19779,52.0,,145548.0,Assoc-acdm,12.0,,,,White,,0.0,0.0,
19780,,Self-emp-not-inc,107410.0,,9.0,Married-civ-spouse,Machine-op-inspct,Husband,,,0.0,0.0,
19781,,Private,,,13.0,,Adm-clerical,Not-in-family,,Male,0.0,0.0,40.0
19782,,Private,,,10.0,,Adm-clerical,Husband,,Male,0.0,0.0,12.0
19783,,State-gov,,,4.0,,Tech-support,Unmarried,,Female,0.0,0.0,20.0
19784,,Private,,,10.0,,Sales,Own-child,,Male,0.0,0.0,40.0
19785,,Private,42850.0,,9.0,Never-married,Craft-repair,Not-in-family,,,0.0,0.0,
19786,,Private,,,14.0,,Exec-managerial,Not-in-family,,Male,0.0,0.0,40.0
19787,,Private,285295.0,,10.0,Never-married,Machine-op-inspct,Not-in-family,,,0.0,0.0,
19788,,Private,,,9.0,,Craft-repair,Husband,,Male,0.0,0.0,40.0
19789,,Private,265434.0,,7.0,Never-married,Other-service,Not-in-family,,,0.0,0.0,
19790,,Private,159303.0,,14.0,Never-married,Prof-specialty,Own-child,,,0.0,0.0,
19791,,Private,,,13.0,,Exec-managerial,Unmarried,,Male,0.0,0.0,60.0
19792,68.0,,254218.0,Assoc-voc,11.0,,,,White,,0.0,0.0,
19793,,,,,9.0,,,Own-child,,Male,0.0,0.0,40.0
19794,,Private,430084.0,,9.0,Divorced,Other-service,Own-child,,,0.0,0.0,
19795,,Private,,,,,Transport-moving,Husband,,Male,0.0,0.0,55.0
19796,30.0,,32008.0,Bachelors,13.0,,,,White,,0.0,0.0,
19797,,,281768.0,,12.0,Married-civ-spouse,,Husband,,,0.0,0.0,
19798,,Federal-gov,198841.0,,10.0,Separated,Handlers-cleaners,Not-in-family,,,0.0,0.0,
19799,,Private,83066.0,,9.0,Married-civ-spouse,Transport-moving,Husband,,,0.0,0.0,
19800,44.0,,191295.0,Bachelors,13.0,,,,Black,,0.0,0.0,
19801,34.0,,56460.0,HS-grad,9.0,,,,White,,0.0,2179.0,
19802,,Private,164733.0,,14.0,Married-civ-spouse,Prof-specialty,Husband,,,0.0,0.0,
19803,,Private,,,6.0,,Other-service,Unmarried,,Female,0.0,0.0,38.0
19804,,Private,201615.0,,12.0,Never-married,Adm-clerical,Other-relative,,,0.0,0.0,
19805,,Federal-gov,,,12.0,,Adm-clerical,Husband,,Male,0.0,0.0,40.0
19806,32.0,,194740.0,Bachelors,13.0,,,,White,,0.0,1902.0,
19807,19.0,,151801.0,10th,6.0,,,,White,,0.0,0.0,
19808,,Private,322585.0,,9.0,Never-married,Sales,Own-child,,,0.0,0.0,
19809,,,,,9.0,,,Wife,,Female,0.0,0.0,2.0
19810,34.0,,169186.0,HS-grad,9.0,,,,White,,0.0,0.0,
19811,,Private,,,9.0,,Adm-clerical,Wife,,Female,0.0,0.0,40.0
19812,20.0,,218178.0,HS-grad,9.0,,,,White,,0.0,0.0,
19813,37.0,,123211.0,HS-grad,9.0,,,,White,,0.0,0.0,
19814,,Private,,,14.0,,Exec-managerial,Husband,,Male,0.0,2415.0,40.0
19815,,Private,,,10.0,,Adm-clerical,Not-in-family,,Female,0.0,0.0,40.0
19816,,Self-emp-not-inc,22933.0,,9.0,Married-civ-spouse,Exec-managerial,Husband,,,0.0,0.0,
19817,,Private,114937.0,,13.0,Never-married,Prof-specialty,Not-in-family,,,6849.0,0.0,
19818,30.0,,222162.0,HS-grad,9.0,,,,White,,0.0,0.0,
19819,,Private,,,10.0,,Adm-clerical,Wife,,Female,0.0,0.0,35.0
19820,27.0,,189565.0,Some-college,10.0,,,,White,,0.0,0.0,
19821,,,,,16.0,,,Husband,,Male,0.0,0.0,25.0
19822,,Local-gov,102628.0,,10.0,Married-civ-spouse,Other-service,Husband,,,0.0,0.0,
19823,29.0,,187073.0,Bachelors,13.0,,,,White,,0.0,0.0,
19824,,Local-gov,196456.0,,14.0,Never-married,Prof-specialty,Not-in-family,,,0.0,1669.0,
19825,,Local-gov,,,13.0,,Prof-specialty,Not-in-family,,Female,0.0,1974.0,40.0
19826,45.0,,738812.0,HS-grad,9.0,,,,White,,0.0,0.0,
19827,,Private,,,13.0,,Exec-managerial,Husband,,Male,7688.0,0.0,40.0
19828,,Private,153790.0,,9.0,Married-civ-spouse,Adm-clerical,Wife,,,0.0,0.0,
19829,36.0,,188800.0,HS-grad,9.0,,,,White,,0.0,0.0,
19830,23.0,,263899.0,Some-college,10.0,,,,Black,,0.0,0.0,
19831,,Private,189498.0,,13.0,Married-civ-spouse,Prof-specialty,Husband,,,0.0,1848.0,
19832,47.0,,159726.0,HS-grad,9.0,,,,White,,0.0,0.0,
19833,24.0,,43323.0,HS-grad,9.0,,,,White,,0.0,1762.0,
19834,,Private,,,8.0,,Other-service,Own-child,,Female,0.0,0.0,16.0
19835,,,,,,,,Own-child,,Female,0.0,0.0,3.0
19836,,State-gov,117210.0,,10.0,Never-married,Tech-support,Own-child,,,0.0,0.0,
19837,,,,,7.0,,,Own-child,,Female,0.0,0.0,15.0
19838,20.0,,113588.0,HS-grad,9.0,,,,White,,0.0,0.0,
19839,,Private,,,,,Transport-moving,Own-child,,Male,0.0,0.0,50.0
19840,,Self-emp-not-inc,179048.0,,9.0,Married-civ-spouse,Sales,Husband,,,0.0,0.0,
19841,,Local-gov,,,14.0,,Protective-serv,Not-in-family,,Male,0.0,0.0,40.0
19842,,Self-emp-inc,,,13.0,,Exec-managerial,Husband,,Male,0.0,1902.0,48.0
19843,,Private,,,10.0,,Exec-managerial,Other-relative,,Female,0.0,0.0,40.0
19844,21.0,,253190.0,HS-grad,9.0,,,,White,,0.0,0.0,
19845,,Private,,,7.0,,Craft-repair,Not-in-family,,Female,0.0,0.0,30.0
19846,,Private,,,10.0,,Farming-fishing,Not-in-family,,Female,0.0,0.0,38.0
19847,,Private,,,9.0,,Adm-clerical,Not-in-family,,Female,0.0,0.0,70.0
19848,,Local-gov,,,9.0,,Craft-repair,Husband,,Male,0.0,0.0,40.0
19849,,Private,,,7.0,,Machine-op-inspct,Unmarried,,Male,0.0,0.0,40.0
19850,,Private,,,9.0,,Transport-moving,Not-in-family,,Male,0.0,0.0,40.0
19851,32.0,,176998.0,,,,,,White,,0.0,0.0,
19852,,Self-emp-not-inc,210364.0,,9.0,Married-civ-spouse,Sales,Husband,,,15024.0,0.0,
19853,,Self-emp-not-inc,197014.0,,9.0,Never-married,Craft-repair,Not-in-family,,,0.0,0.0,
19854,,Private,156117.0,,11.0,Divorced,Prof-specialty,Not-in-family,,,0.0,0.0,
19855,,Private,299047.0,,10.0,Never-married,Adm-clerical,Own-child,,,0.0,0.0,
19856,46.0,,208872.0,Assoc-voc,11.0,,,,White,,0.0,0.0,
19857,,,191910.0,,,Never-married,,,,Male,0.0,0.0,40.0
19858,25.0,,250038.0,Masters,14.0,,,,White,,0.0,0.0,
19859,,Local-gov,,,10.0,,Exec-managerial,Unmarried,,Female,0.0,0.0,35.0
19860,,Private,102615.0,,7.0,Divorced,Transport-moving,Not-in-family,,,0.0,0.0,
19861,46.0,Private,,5th-6th,,Married-civ-spouse,Transport-moving,Husband,White,,0.0,0.0,
19862,29.0,,203697.0,Bachelors,13.0,,,,White,,0.0,0.0,
19863,28.0,,144063.0,HS-grad,9.0,,,,White,,0.0,0.0,
19864,,Private,283913.0,,3.0,Never-married,Priv-house-serv,Not-in-family,,,0.0,0.0,
19865,,Self-emp-not-inc,,,14.0,,Prof-specialty,Not-in-family,,Male,0.0,0.0,40.0
19866,,Self-emp-inc,,,9.0,,Exec-managerial,Own-child,,Male,0.0,0.0,40.0
19867,,Private,306982.0,,13.0,Married-civ-spouse,Adm-clerical,Husband,,,0.0,0.0,
19868,,Private,213897.0,,13.0,Married-civ-spouse,Sales,Husband,,,0.0,0.0,
19869,,,,,13.0,,,Not-in-family,,Female,0.0,0.0,40.0
19870,,,136419.0,,6.0,Married-civ-spouse,,Husband,,,0.0,0.0,
19871,34.0,,48935.0,Some-college,10.0,,,,White,,0.0,0.0,
19872,52.0,,203635.0,13,,,,,White,,0.0,1902.0,
19873,,Private,,,13.0,,Tech-support,Not-in-family,,Male,0.0,0.0,40.0
19874,,Private,,,10.0,,Craft-repair,Husband,,Male,0.0,0.0,50.0
19875,,Private,,,13.0,,Prof-specialty,Own-child,,Female,0.0,0.0,45.0
19876,,Private,,,9.0,,Sales,Unmarried,,Female,0.0,0.0,35.0
19877,45.0,,384627.0,Masters,14.0,,,,White,,2580.0,0.0,
19878,42.0,,378384.0,Prof-school,15.0,,,,White,,0.0,1902.0,
19879,,Private,,,13.0,,Adm-clerical,Own-child,,Female,0.0,0.0,30.0
19880,,Federal-gov,,,10.0,,Prof-specialty,Husband,,Male,0.0,0.0,40.0
19881,,Private,350977.0,,9.0,Never-married,Other-service,Own-child,,,0.0,0.0,
19882,17.0,,25051.0,10th,6.0,,,,White,,0.0,0.0,
19883,,Self-emp-not-inc,46514.0,,9.0,Married-civ-spouse,Sales,Wife,,,0.0,0.0,
19884,27.0,,37359.0,Bachelors,13.0,,,,White,,0.0,0.0,
19885,,Local-gov,,,4.0,,Transport-moving,Husband,,Male,0.0,0.0,40.0
19886,,Private,,,13.0,,Farming-fishing,Husband,,Male,0.0,0.0,35.0
19887,,,264924.0,,10.0,Never-married,,Own-child,,,0.0,0.0,
19888,28.0,,114158.0,Bachelors,13.0,,,,White,,0.0,1977.0,
19889,39.0,,45607.0,HS-grad,9.0,,,,White,,0.0,0.0,
19890,,Private,195690.0,,9.0,Married-civ-spouse,Handlers-cleaners,Husband,,,0.0,0.0,
19891,,,214542.0,,10.0,Never-married,,Not-in-family,,,0.0,0.0,
19892,44.0,,201723.0,Bachelors,13.0,,,,White,,15024.0,0.0,
19893,,Private,240841.0,,4.0,Divorced,Other-service,Unmarried,,,0.0,0.0,
19894,,Private,143822.0,,,Married-civ-spouse,Craft-repair,Husband,,,0.0,0.0,
19895,,Private,,,13.0,,Prof-specialty,Not-in-family,,Male,0.0,0.0,50.0
19896,,Private,262749.0,,10.0,Never-married,Machine-op-inspct,Own-child,,,0.0,0.0,
19897,39.0,,143385.0,HS-grad,9.0,,,,White,,0.0,0.0,
19898,46.0,,263727.0,Some-college,10.0,,,,White,,0.0,0.0,
19899,,Private,,,9.0,,Transport-moving,Husband,,Male,0.0,0.0,60.0
19900,38.0,,163204.0,HS-grad,9.0,,,,White,,0.0,1740.0,
19901,59.0,,98361.0,Some-college,10.0,,,,White,,0.0,0.0,
19902,,Local-gov,548361.0,,13.0,Married-civ-spouse,Prof-specialty,Husband,,,0.0,0.0,
19903,,Private,,,14.0,,Sales,Not-in-family,,Male,0.0,0.0,35.0
19904,51.0,,190762.0,1st-4th,2.0,,,,White,,0.0,0.0,
19905,54.0,,87205.0,HS-grad,9.0,,,,White,,0.0,0.0,
19906,26.0,,187248.0,HS-grad,9.0,,,,Black,,0.0,0.0,
19907,,Private,,,12.0,,Adm-clerical,Not-in-family,,Female,0.0,0.0,40.0
19908,51.0,,138200.0,Assoc-acdm,12.0,,,,White,,0.0,0.0,
19909,53.0,,141388.0,11th,7.0,,,,White,,0.0,0.0,
19910,33.0,,284531.0,Bachelors,13.0,,,,White,,0.0,0.0,
19911,,Private,225775.0,,10.0,Never-married,Adm-clerical,Not-in-family,,,0.0,0.0,
19912,,Private,,,13.0,,Exec-managerial,Not-in-family,,Female,0.0,0.0,50.0
19913,,Self-emp-not-inc,,,4.0,,Other-service,Unmarried,,Female,0.0,0.0,58.0
19914,,Private,153035.0,,6.0,Never-married,Sales,Own-child,,,0.0,0.0,
19915,38.0,,176458.0,HS-grad,9.0,,,,White,,0.0,0.0,
19916,28.0,,188278.0,Bachelors,13.0,,,,White,,0.0,0.0,
19917,,Self-emp-inc,236021.0,,13.0,Married-civ-spouse,Prof-specialty,Husband,,,15024.0,0.0,
19918,30.0,,194971.0,HS-grad,9.0,,,,Asian-Pac-Islander,,0.0,0.0,
19919,59.0,,158813.0,Some-college,10.0,,,,White,,0.0,0.0,
19920,53.0,,156877.0,HS-grad,9.0,,,,White,,15024.0,0.0,
19921,,Private,,,10.0,,Sales,Own-child,,Female,0.0,0.0,9.0
19922,,Private,352834.0,,13.0,Married-civ-spouse,Prof-specialty,Husband,,,7688.0,0.0,
19923,,Private,,,12.0,,Adm-clerical,Unmarried,,Female,0.0,0.0,45.0
19924,,Private,312206.0,,9.0,Married-civ-spouse,Machine-op-inspct,Husband,,,0.0,0.0,
19925,,Self-emp-inc,306289.0,,9.0,Married-civ-spouse,Exec-managerial,Husband,,,0.0,0.0,
19926,,,,,10.0,,,Own-child,,Male,0.0,0.0,10.0
19927,,Local-gov,150324.0,,9.0,Married-civ-spouse,Craft-repair,Husband,,,0.0,0.0,
19928,,Private,104094.0,,10.0,Married-civ-spouse,Sales,Husband,,,0.0,0.0,
19929,,Private,234508.0,,13.0,Married-civ-spouse,Prof-specialty,Husband,,,0.0,0.0,
19930,,Self-emp-inc,483596.0,,9.0,Married-civ-spouse,Exec-managerial,Husband,,,2885.0,0.0,
19931,,Private,,,9.0,,Exec-managerial,Unmarried,,Female,0.0,0.0,40.0
19932,,Self-emp-not-inc,263439.0,,11.0,Married-civ-spouse,Sales,Husband,,,0.0,0.0,
19933,45.0,,182470.0,Some-college,10.0,,,,White,,0.0,0.0,
19934,69.0,,168794.0,7th-8th,4.0,,,,White,,0.0,0.0,
19935,,Local-gov,132668.0,,9.0,Married-civ-spouse,Sales,Husband,,,0.0,0.0,
19936,17.0,,270942.0,5th-6th,3.0,,,,White,,0.0,0.0,
19937,,Private,,,13.0,,Sales,Husband,,Male,0.0,0.0,40.0
19938,,Federal-gov,,,10.0,,Tech-support,Unmarried,,Female,0.0,0.0,40.0
19939,17.0,,221403.0,12th,8.0,,,,Black,,0.0,0.0,
19940,,Private,232475.0,,10.0,Never-married,Sales,Own-child,,,0.0,0.0,
19941,,Private,407684.0,,5.0,Never-married,Machine-op-inspct,Other-relative,,,0.0,0.0,
19942,,Private,,,13.0,,Exec-managerial,Not-in-family,,Female,0.0,0.0,40.0
19943,,Private,208106.0,,9.0,Married-civ-spouse,Sales,Husband,,,0.0,0.0,
19944,,Private,,,10.0,,Handlers-cleaners,Husband,,Male,0.0,0.0,40.0
19945,19.0,,125938.0,12th,8.0,,,,White,,0.0,0.0,
19946,55.0,,449576.0,5th-6th,3.0,,,,White,,0.0,0.0,
19947,26.0,,174267.0,Some-college,10.0,,,,White,,0.0,0.0,
19948,,Private,170430.0,,15.0,Never-married,Prof-specialty,Not-in-family,,,0.0,0.0,
19949,,Private,109307.0,,9.0,Never-married,Sales,Own-child,,,0.0,0.0,
19950,,Federal-gov,,,10.0,,Tech-support,Husband,,Male,0.0,0.0,18.0
19951,65.0,,139272.0,Bachelors,13.0,,,,White,,99999.0,0.0,
19952,,Federal-gov,,,14.0,,Sales,Husband,,Male,0.0,0.0,50.0
19953,,Private,,,10.0,,Exec-managerial,Not-in-family,,Male,0.0,0.0,30.0
19954,,Private,,,10.0,,Tech-support,Own-child,,Male,0.0,0.0,40.0
19955,,Private,69491.0,,9.0,Married-civ-spouse,Other-service,Husband,,,0.0,0.0,
19956,,Private,,,11.0,,Sales,Not-in-family,,Male,0.0,0.0,45.0
19957,,Federal-gov,290321.0,,11.0,Married-civ-spouse,Prof-specialty,Husband,,,0.0,0.0,
19958,,Self-emp-not-inc,58326.0,,7.0,Divorced,Other-service,Not-in-family,,,0.0,0.0,
19959,,Private,,,11.0,,Prof-specialty,Wife,,Female,3908.0,0.0,50.0
19960,,Self-emp-not-inc,,,9.0,,Machine-op-inspct,Wife,,Female,0.0,0.0,20.0
19961,,Self-emp-not-inc,,,7.0,,Farming-fishing,Husband,,Male,0.0,0.0,99.0
19962,35.0,,176544.0,Some-college,10.0,,,,White,,0.0,1741.0,
19963,,Private,,,9.0,,Transport-moving,Husband,,Male,0.0,0.0,40.0
19964,,Self-emp-inc,125892.0,,10.0,Married-civ-spouse,Sales,Husband,,,0.0,0.0,
19965,,Private,96176.0,,10.0,Never-married,Adm-clerical,Own-child,,,0.0,0.0,
19966,36.0,,252231.0,Preschool,1.0,,,,Black,,0.0,0.0,
19967,33.0,,185177.0,,9.0,,,,White,,0.0,0.0,
19968,,Private,186121.0,,13.0,Divorced,Exec-managerial,Not-in-family,,,0.0,0.0,
19969,30.0,,361742.0,Some-college,10.0,,,,White,,0.0,0.0,
19970,24.0,,83783.0,7th-8th,4.0,,,,White,,0.0,0.0,
19971,34.0,,33731.0,Some-college,10.0,,,,White,,0.0,0.0,
19972,,Private,,,10.0,,Other-service,Not-in-family,,Male,0.0,0.0,40.0
19973,,Local-gov,61708.0,,13.0,Married-civ-spouse,Exec-managerial,Husband,,,0.0,0.0,
19974,,Private,178421.0,,13.0,Never-married,Other-service,Not-in-family,,,0.0,0.0,
19975,,Private,,,9.0,,Craft-repair,Unmarried,,Male,0.0,0.0,38.0
19976,28.0,,107812.0,,5.0,,,,White,,6849.0,0.0,
19977,,Private,,,13.0,,Exec-managerial,Husband,,Male,3103.0,0.0,50.0
19978,,Self-emp-not-inc,226296.0,,9.0,Married-civ-spouse,Prof-specialty,Husband,,,0.0,0.0,
19979,,Private,,,15.0,,Prof-specialty,Husband,,Male,0.0,0.0,60.0
19980,,Private,,,14.0,,Machine-op-inspct,Husband,,Male,0.0,0.0,40.0
19981,,Private,228456.0,,,Separated,Other-service,Other-relative,,,0.0,0.0,
19982,,Local-gov,190027.0,,9.0,Divorced,Other-service,Own-child,,,0.0,0.0,
19983,28.0,,30912.0,HS-grad,9.0,,,,White,,0.0,0.0,
19984,45.0,,260490.0,Masters,14.0,,,,White,,0.0,0.0,
19985,,Private,31801.0,,13.0,Married-civ-spouse,Craft-repair,Husband,,,0.0,1887.0,
19986,,State-gov,,,10.0,,Prof-specialty,Own-child,,Female,0.0,0.0,6.0
19987,,Private,,,10.0,,Craft-repair,Unmarried,,Male,0.0,3004.0,40.0
19988,,Self-emp-not-inc,,,9.0,,Other-service,Husband,,Male,3411.0,0.0,40.0
19989,,Private,263608.0,,10.0,Divorced,Craft-repair,Own-child,,,0.0,0.0,
19990,,Self-emp-not-inc,,,9.0,,Other-service,Husband,,Male,3411.0,0.0,70.0
19991,52.0,,198262.0,,9.0,,,,White,,0.0,0.0,
19992,,Private,,,9.0,,Craft-repair,Unmarried,,Female,0.0,0.0,40.0
19993,,Private,,,9.0,,Other-service,Not-in-family,,Female,2977.0,0.0,55.0
19994,,Private,,,9.0,,Adm-clerical,Not-in-family,,Female,0.0,0.0,40.0
19995,32.0,,234976.0,Some-college,10.0,,,,White,,0.0,0.0,
19996,26.0,,226288.0,Bachelors,13.0,,,,White,,0.0,0.0,
19997,,Local-gov,,,,,Prof-specialty,Other-relative,,Female,0.0,0.0,55.0
19998,50.0,,171199.0,11th,7.0,,,,White,,0.0,0.0,
19999,,Private,67903.0,,5.0,Separated,Farming-fishing,Not-in-family,,,0.0,0.0,
20000,34.0,,29933.0,HS-grad,9.0,,,,White,,0.0,0.0,
20001,,Private,212800.0,,12.0,Never-married,Prof-specialty,Own-child,,,0.0,0.0,
20002,44.0,,297991.0,Assoc-acdm,12.0,,,,Asian-Pac-Islander,,0.0,0.0,
20003,,Local-gov,244803.0,,9.0,Married-civ-spouse,Craft-repair,Husband,,,0.0,0.0,
20004,48.0,,443377.0,Masters,14.0,,,,White,,0.0,0.0,
20005,,Private,269723.0,,9.0,Divorced,Exec-managerial,Unmarried,,,2977.0,0.0,
20006,,Local-gov,312427.0,,9.0,Married-civ-spouse,Protective-serv,Husband,,,0.0,0.0,
20007,18.0,,142647.0,Some-college,10.0,,,,White,,0.0,0.0,
20008,,Private,,,12.0,,Sales,Not-in-family,,Female,0.0,0.0,46.0
20009,,,29841.0,,9.0,Divorced,,Unmarried,,,0.0,0.0,
20010,34.0,,263150.0,Some-college,10.0,,,,White,,0.0,0.0,
20011,,,,,13.0,,,Not-in-family,,Female,0.0,0.0,40.0
20012,,Private,,,4.0,,Priv-house-serv,Not-in-family,,Female,0.0,1668.0,31.0
20013,,Private,21755.0,,10.0,Never-married,Craft-repair,Other-relative,,,0.0,0.0,
20014,41.0,,201908.0,Masters,14.0,,,,White,,0.0,0.0,
20015,,Private,,,9.0,,Other-service,Not-in-family,,Female,0.0,0.0,40.0
20016,34.0,,258675.0,HS-grad,9.0,,,,White,,0.0,0.0,
20017,,Private,119177.0,,13.0,Married-civ-spouse,Sales,Husband,,,0.0,0.0,
20018,,Private,,,5.0,,Exec-managerial,Other-relative,,Female,0.0,0.0,40.0
20019,35.0,,342824.0,HS-grad,9.0,,,,White,,1151.0,0.0,
20020,42.0,,251795.0,Some-college,10.0,,,,White,,0.0,0.0,
20021,,Private,49358.0,,8.0,Never-married,Sales,Own-child,,,0.0,0.0,
20022,,State-gov,71630.0,,9.0,Divorced,Adm-clerical,Not-in-family,,,0.0,1617.0,
